,Solute SMILES,Solvent SMILES,pKa (avg),pKa (all),Source,,,,,,
145,C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,O,6.8,[6.8],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
146,OCCN1CCOCC1,O,7.18,[7.18],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
147,CC(=O)C(C[NH+]1CCOCC1)c1ccccc1,O,6.23,[6.23],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
148,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc([N+](=O)[O-])ccc12.Cl,O,5.72,[5.72],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
149,COc1cccc2c1-c1c(O)cccc1-2,O,9.15,[9.15],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
150,CCCCC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,O,10.38,[10.38],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
151,O=C(O)c1cccnn1,O,3,[3.0],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
152,CN(C)CCCc1ccc(C(C)(C)C)cc1.Cl,O,10.03,[10.03],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
153,O=C(O)CCc1ccc(Cl)cc1,O,4.64,"[4.65, 4.63]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., https://bit.ly/3wF902t]",,,,,,
154,CN(C)CCCNc1ccnc2cc([N+](=O)[O-])ccc12,O,6.77,[6.77],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
155,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,O,5.5,[5.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
156,Oc1nsc2ccccc12,O,7.01,[7.01],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
157,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,O,4.19,[4.19],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
158,c1csc(C2CCC[NH2+]2)c1,O,9.35,[9.35],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
159,Cc1cc([O-])cc(C)c1S(C)(=O)=O,O,8.13,[8.13],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
160,CCOC(=O)Nc1cc(Cl)ccc1O,O,16,[16.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
161,O=C(Nc1ccc(NC2=NCCN2)cc1)Nc1ccc(NC2=NCCN2)cc1,O,10.34,[10.34],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
162,C1C[NH2+]CCSCCN1,O,4.16,[4.16],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
163,CC(C)(C(=O)O)c1nnnn1C1CCCCC1,O,3.7,[3.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
164,Brc1ccc([NH+]=C2NCCN2)cc1,O,9.65,[9.65],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
165,Cc1ccc(S(=O)(=O)Oc2ccc3cc(S(=O)(=O)[O-])cc(O)c3c2)cc1,O,8.7,[8.7],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
166,Cc1cc(-c2ccccc2)nn(C)/c1=N/CCN1CCOCC1,O,10.37,[10.37],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
167,O=C1NCC2(CCCNC2)c2[nH]c(-c3ccnc(-c4cc5ccccc5o4)n3)cc21,O,8.4,[8.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
168,CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)c2ccccc2NS(C)(=O)=O)cc1,O,8.9,[8.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
169,CC(C)N(C)C,O,9.665,"[10.3, 9.03]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., https://bit.ly/3wF902t]",,,,,,
170,CN(C)CCCNc1c2ccccc2nc2c1[nH]c1ccccc12,O,8.4,[8.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
171,Cc1cccc([Se]CC(=O)O)c1,O,3.78,[3.78],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
172,O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(C(F)(F)F)cc2-c2ccnnc2)cc1F,O,4.15,"[4.3, 4.0]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
173,O=[N+]([O-])c1cccc2c[n+](CCO)ccc12,O,11.67,[11.67],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
174,CCCC(=O)Nc1n[nH]c(NC(=O)CCC)n1,O,9.34,[9.34],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
175,CCCCCCCCCCCCCCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-],O,6.2,[6.2],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
176,CC(=O)CC(=O)O,O,3.09,[3.09],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
177,C=CCC1(C2=CCCCC2)C(=O)NC(=S)NC1=O,O,7.09,[7.09],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
178,CC(=O)Cn1cc[n+](C(C)(C)C)c1C=NO,O,7.87,[7.87],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
179,C=C(C)[C@@H]1CN(C(C)=O)[C@H](C(=O)OC)[C@@H]1CC(=O)O,O,4.6,[4.6],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
180,CN(C)S(=O)(=O)NC(=O)CCc1ccccc1,O,5.86,[5.86],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
181,COc1cccc(CNCCCNc2ccnc3cc(Oc4ccc(C(C)(C)C)cc4)ccc23)c1O,O,9.28,[9.28],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
182,CN1CC[NH+](Cc2ccc(C(=O)OCn3ncc4c(=O)[nH]cnc43)cc2)CC1,O,7.7,[7.7],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
183,CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C(C)(C)O)cccc32)c1,O,5.46,[5.46],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
184,CC[NH2+]CCC(=O)O,O,3.61,[3.61],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
185,CC(=O)Nc1ccc(OC(=O)Nc2ccc(C(=O)c3ccccc3)cc2O)cc1,O,9.49,[9.49],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
186,O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C(=O)N1CC1CC1,O,8.5,[8.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
187,CC(=O)/C(C)=N/OCc1cc(=O)oc2cc(C)cc(C)c12,O,5.5,[5.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
188,C[C@@]1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O,O,5.7,[5.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
189,COc1cccc(C)c1C(=O)O,O,3.46,[3.46],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
190,CN[C@@H]1C[C@@H]1[NH2+]C,O,3.56,[3.56],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
191,N#CC(C#N)=NNc1cccc(O)c1,O,6.45,[6.45],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
192,NS(=O)(=O)c1ccc(/N=C/c2ccccc2[O-])cc1,O,11.71,[11.71],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
193,c1ccc2cnncc2c1,O,3.47,"[3.47, 3.47]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
194,CON(C)C(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,O,6.49,[6.49],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
195,O=c1[nH]c(=O)n(C[C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)o1,O,5.2,[5.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
196,O=C1NCC2(CCNCC2)c2[nH]c(-c3ccnc(-c4ccc5c(c4)OCO5)n3)cc21,O,9.3,[9.3],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
197,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccnc1,O,2.56,[2.56],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
198,CC(Cl)(Cl)C(=O)[O-],O,1.8,[1.8],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
199,CC(C(=O)[O-])c1ccc(N2C(=O)C3CCCCC3C2=O)cc1,O,3.49,[3.49],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
200,Cc1cc(C)c(C(=O)[O-])c(C)c1,O,4.4,[4.4],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
201,Nc1n[nH]c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)n1,O,6.1,[6.1],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
202,COCC(COC)NC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,O,4.5,[4.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
203,Clc1cccc(Br)c1N=C1NCCN1,O,7.93,"[7.93, 7.93]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
204,CCCCCCCCCCCCN(CCO)CC(O)CC,O,6.4,[6.4],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
205,O=C([O-])Cn1c(=O)sc2cccc(Cl)c21,O,3,[3.0],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
206,CN1C=CC(C2SC(C(Cl)(Cl)Cl)=CN2c2ccc(S(N)(=O)=O)cc2)C=C1,O,8,[8.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
207,Cc1cccc(Cl)c1N(CC1CC1)C1=NCCN1,O,11.3,[11.3],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
208,c1nc2c(ccc3c4c(cnc32)CCCC4)c2c1CCCC2,O,6.22,"[6.23, 6.21]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
209,Cn1cnc2cc([N+](=O)[O-])c([N+](=O)[O-])cc21,O,1.6,[1.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
210,Nc1ccc(S(=O)(=O)Nc2ncco2)cc1,O,6.5,[6.5],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
211,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,O,9.15,"[9.15, 9.15]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
212,Cc1cc(C)c([N+](=O)[O-])c(C)c1O,O,8.98,"[8.98, 8.98]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
213,CC(C)c1cccc(C(C)C)n1,O,5.34,[5.34],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
214,Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1,O,6.78,[6.78],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
215,O=C(Cc1ccccc1)C(CN1CCOCC1)c1ccccc1,O,6.17,[6.17],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
216,COC(=S)C1c2ccccc2-c2ccccc21,O,7.4,[7.4],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
217,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],O,4.55,[4.55],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
218,OCCCNc1ccccc1,O,4.53,[4.53],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
219,NC(=O)c1ccc[n+](Cc2ccccc2C[n+]2ccccc2/C=N/O)c1.[Br-].[Br-],O,7.79,[7.79],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
220,CC1=CSC2=NCCCN12,O,10.31,[10.31],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
221,CCON1CCN/C1=N/c1ccc(C(=O)Nc2ccc(/N=C3\NCCN3OCC)cc2)cc1,O,7.34,[7.34],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
222,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2cnc(OC)c(NS(C)(=O)=O)c2)c(OC)c1,O,7.66,[7.66],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
223,Cc1nc2nc([O-])[nH]c(=O)c2[nH]1,O,9.7,[9.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
224,Fc1cccc([NH+]=C2NCCN2)c1Cl,O,8.6,[8.6],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
225,CN(C)CCCc1ccc(N)cc1.Cl,O,10.87,[10.87],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
226,CCCCSCC(=O)O,O,3.81,[3.81],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
227,[NH3+]/N=C/c1ncnc2nc[nH]c12,O,2.8,[2.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
228,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)[O-],O,0.54,[0.54],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
229,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1[N+](=O)[O-],O,2.93,"[2.93, 2.93]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
230,CN(C)CC(CSCc1ccccc1)SCc1ccccc1,O,7.3,[7.3],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
231,Oc1ccc(Cl)cc1,O,9.4625,"[9.26, 9.4, 9.29, 9.9]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., https://bit.ly/3wF902t]",,,,,,
232,Clc1cc(-c2c[nH]nn2)ccn1,O,7.6,[7.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
233,C[n+]1ccn(CCCCC#N)c1C=NO,O,8.18,[8.18],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
234,CC(C)[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc(Cl)cc1)[C@H](c1ccc(C#N)cc1)N1CCC[C@@H]21,O,6,[6.0],[https://bit.ly/3wF902t],,,,,,
235,CCN1CCC[C@@H]1CNC(=O)c1c(OC)ccc([N+](=O)[O-])c1[O-],O,9.12,[9.12],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
236,CCCNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1cccc(CNCC[NH3+])n1,O,6.5,[6.5],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
237,CCc1cc(CC)c(OC)c(C(=O)NC[C@H]2CCC[NH+]2CC)c1O,O,7.24,[7.24],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
238,c1csc(N2CC[NH2+]CC2)n1,O,8.39,[8.39],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
239,C[NH+]1CCC2=C(C1)C(c1ccccc1)c1ccccc12,O,8.46,[8.46],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
240,O=C(c1cc2cc(OC3CCN(C4CC4)CC3)ccc2[nH]1)N1CCOCC1,O,7.7,[7.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
241,O=C([O-])C1C=CCc2ccccc21,O,3.95,[3.95],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
242,Cn1cncc1C[C@H](NC(=O)CC[NH3+])C(=O)[O-],O,7.08,[7.08],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
243,Brc1ccc2ccccc2n1,O,1.05,[1.05],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
244,CSC(=NO)C(C)(C)S(=O)(=O)C(C)C,O,9.38,[9.38],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
245,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc(C(=N)N)cc1,O,10.2,[10.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
246,CC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1,O,7.93,[7.93],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
247,O=C(Nc1cc(Cl)ccc1O)Oc1ccccc1,O,10,[10.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
248,O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)CC(C2CCCCC2)NC1=O,O,6.5,[6.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
249,FC(F)(F)c1ccccc1[NH+]=C1NCCN1,O,8.8,[8.8],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
250,O=c1[c-](CCSc2ccccc2)c(=O)n(-c2ccc(O)cc2)n1-c1ccccc1,O,4.1,[4.1],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
251,O=S(=O)([N-]c1ccc(F)cc1F)C(F)(F)F,O,3.44,[3.44],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
252,C(C[NH2+]CCc1nnn[n-]1)NCCc1nnn[n-]1,O,6.3,[6.3],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
253,CC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],O,4.47,[4.47],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
254,CCCCCNC1=NCCN1OCCCc1ccccc1,O,10,[10.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
255,NCC(O)c1ccc(O)c(O)c1,O,9,[9.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
256,Cn1nnc(N[N+](=O)[O-])n1,O,1.7,[1.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
257,O=c1c2ccccc2nc2n1CCC2,O,2.59,[2.59],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
258,CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,O,6.4,[6.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
259,COC(=O)N(C)COc1ccccc1C=O,O,6.79,[6.79],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
260,C[n+]1cccc2cc(O)ccc21,O,7.15,[7.15],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
261,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,O,6.9,[6.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
262,CC[NH+](CC)CCNc1nc(C)nc(Nc2ccc(Cl)cc2)n1,O,4.02,[4.02],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
263,C1CN=C2NCCCN2C1,O,12.24,[12.24],[https://bit.ly/3wF902t],,,,,,
264,CS(=O)(=O)NC(=O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],O,5.25,[5.25],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
265,CC(C)(C)P(=O)(O)C(C)(C)C,O,4.24,[4.24],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
266,O=C(O)c1cc[n+](O)cc1,O,-0.48,[-0.48],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
267,CCCC[C@@]1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O,O,4.4,[4.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
268,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OCC3(F)F)c2)nc1,O,5.1,[5.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
269,CCCC12CCC(=O)C=C1c1c(cc(O)c(Cl)c1Cl)C2,O,6.18,[6.18],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
270,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,O,4.95,[4.95],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
271,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)[nH]c12,O,9.1,[9.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
272,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2c([N+](=O)[O-])cccc12,O,5.05,[5.05],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
273,O=C([O-])[C@@H]1CCC[C@H](C(=O)[O-])N1,O,9.92,[9.92],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
274,O=[N+]([O-])c1ccc2cn[nH]c2c1,O,0.66,[0.66],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
275,CCCC[NH2+]CCC(=O)O,O,3.57,[3.57],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
276,Fc1ccc(Oc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1,O,9.28,[9.28],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
277,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,O,4.1,[4.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
278,Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,O,8.6,[8.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
279,COc1cc(Cl)c(Nc2ccccc2CC(=O)O)c(Cl)c1,O,4.2,[4.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
280,Nc1cccnc1N,O,6.84,[6.84],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
281,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,O,10,[10.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
282,Cc1cc([C@@H]([NH3+])CO)c(O)c([C@@H]([NH3+])CO)c1,O,6.3,[6.3],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
283,C/C(N=O)=N\O,O,5.8,[5.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
284,CC(C)[NH2+]CC(O)COc1cccc(C#N)c1,O,9.1,[9.1],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
285,O=C([O-])Cc1ccccc1Nc1ccc(Cl)c(Cl)c1,O,4.3,[4.3],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
286,CN(Cc1ccccc1C(F)(F)F)[C@@H]1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@H]1F,O,6.9,[6.9],[https://bit.ly/3wF902t],,,,,,
287,C=O,O,1.15,[1.15],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
288,O=C(O)c1[nH]c2ccccc2[nH+]1,O,0.4,[0.4],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
289,COc1noc2c1CNCC2.Cl,O,7.6,"[7.5, 7.7]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
290,[NH3+]CCCCCCCCCCC(=O)O,O,4.62,[4.62],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
291,c1ccc(-c2ccccn2)nc1,O,4.42,[4.42],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
