,Unnamed: 0,name,solute,solute SMILES,solvent,solvent SMILES,pka,ref,computed CAS,computed IUPAC
471,471,name,(2-C10F7)2CHCN,FC1=C(F)C2=C(C(=C1F)F)C(=C(C(C#N)C3=C(F)C4=C(F)C(=C(F)C(=C4C(=C3F)F)F)F)C(=C2F)F)F,MeCN,CC#N,19.32,a_unified_view_to_bronsted_acidity_scales.pdf,-,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile"
472,472,name,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,MeCN,CC#N,18.14,a_unified_view_to_bronsted_acidity_scales.pdf,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile"
473,473,name,(C 6F5)CH(CN)COOEt,no matches,MeCN,CC#N,17.75,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
474,474,name,(4-Cl-C6F4)CH(CN)COOEt,no matches,MeCN,CC#N,17.39,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
475,475,name,(2-C10F7)CH(CN)COOEt,no matches,MeCN,CC#N,17.5,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
476,476,name,(4-CF3-C6F4)CH(CN)COOEt,no matches,MeCN,CC#N,16.08,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
477,477,name,(4-NC5F4)(C6F5)CHCN,no matches,MeCN,CC#N,16.4,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
478,478,name,(4-NC5F4)CH(CN)COOEt,no matches,MeCN,CC#N,14.9,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
479,479,name,3-CF3-C6H4CH(CN)2,no matches,MeCN,CC#N,14.72,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
480,480,name,(4-NC5F4)2CHCN,no matches,MeCN,CC#N,13.47,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
481,481,name,4-H-C6F4CH(CN)2,no matches,MeCN,CC#N,12.98,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
482,482,name,2-C10F7CH(CN)2,no matches,MeCN,CC#N,12.23,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
483,483,name,Bromothymol blue,CC1=C(C=C(C(=C1Br)O)C(C)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C(=C(C(=C4)C(C)C)O)Br)C,MeCN,CC#N,11.7,a_unified_view_to_bronsted_acidity_scales.pdf,76-59-5,"2-bromo-4-[3-(3-bromo-4-hydroxy-2-methyl-5-propan-2-ylphenyl)-1,1-dioxo-2,1λ6-benzoxathiol-3-yl]-3-methyl-6-propan-2-ylphenol"
484,484,name,Bromocresol green,CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,MeCN,CC#N,11.0,a_unified_view_to_bronsted_acidity_scales.pdf,76-60-8,"2,6-dibromo-4-[3-(3,5-dibromo-4-hydroxy-2-methylphenyl)-1,1-dioxo-2,1λ6-benzoxathiol-3-yl]-3-methylphenol"
485,485,name,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],MeCN,CC#N,11.0,a_unified_view_to_bronsted_acidity_scales.pdf,88-89-1,"2,4,6-trinitrophenol"
486,486,name,HCl,Cl,MeCN,CC#N,10.3,a_unified_view_to_bronsted_acidity_scales.pdf,16887-00-6,chloride
487,487,name,"2,3,4,6-(CF3)4-C6HCH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,MeCN,CC#N,10.45,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
488,488,name,4-CF3-C6F4CH(CN)2,no matches,MeCN,CC#N,10.19,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
489,489,name,4-NO2-C H 6 4SO2NHTos m,no matches,MeCN,CC#N,10.04,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
490,490,name,4-NO2-C6H4SO2NHSO2C6H4-4-Cl,no matches,MeCN,CC#N,9.17,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
491,491,name,C6(CF3)5CH(CN)2,no matches,MeCN,CC#N,8.86,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
492,492,name,(4-NO2-C6H4-SO2)2NH,no matches,MeCN,CC#N,8.19,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
493,493,name,3-NO2-4-Cl-C6H3SO2NHSO2C6H4-4-,no matches,MeCN,CC#N,7.84,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
494,494,name,N(3O-N2 O 2-4-Cl-C H SO 6 3 2)2NH,no matches,MeCN,CC#N,7.47,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
495,495,name,HBr,Br,MeCN,CC#N,5.5,a_unified_view_to_bronsted_acidity_scales.pdf,24959-67-9,bromide
496,496,name,4-NO2-C6H4SO2CH(CN)2,no matches,MeCN,CC#N,6.06,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
497,497,name,"2,4,6-(SO2F)3-Phenol",no SMILES,MeCN,CC#N,5.25,a_unified_view_to_bronsted_acidity_scales.pdf,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate"
498,498,name,"2,4,6-Tf3-Phenol",OC1=C(C=C(C=C1[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F,MeCN,CC#N,4.48,a_unified_view_to_bronsted_acidity_scales.pdf,-,"2,4,6-tris(trifluoromethylsulfonyl)phenol"
499,499,name,4-Cl-C6H4SO(=NTf)NHTos,no matches,MeCN,CC#N,4.81,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
500,500,name,"2,3,5-tricyanocyclopentadiene",N#CC1C=C(C#N)C(=C1)C#N,MeCN,CC#N,3.68,a_unified_view_to_bronsted_acidity_scales.pdf,"1,3-Cyclopentadiene-2,3,5-tricarbonitrile","cyclopenta-2,5-diene-1,2,4-tricarbonitrile"
501,501,name,4-Cl-C6H4SO(=NTf)NHSO2C6H4-5-Cl,no matches,MeCN,CC#N,4.03,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
502,502,name,HI,I,MeCN,CC#N,2.8,a_unified_view_to_bronsted_acidity_scales.pdf,20461-54-5,iodide
503,503,name,4-NO2-C6H4SO2NHTf,no matches,MeCN,CC#N,4.08,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
504,504,name,C(CN)2=C(CN)OH,no SMILES,MeCN,CC#N,4.39,a_unified_view_to_bronsted_acidity_scales.pdf,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate"
505,505,name,4-Cl-C6H4SO(=NTf)NHSO2C6H4-NO2,no matches,MeCN,CC#N,3.33,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
506,506,name,"2,4-(NO2)2-C6H3SO2OH",no matches,MeCN,CC#N,3.99,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
507,507,name,9-COOMe-fluorene,no matches,DMSO,CS(=O)C,10.35,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
508,508,name,9-CN-fluorene,no matches,DMSO,CS(=O)C,8.3,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
509,509,name,(4-Cl-C6F4)(C6F5)CHCN,no matches,DMSO,CS(=O)C,7.5,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
510,510,name,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,DMSO,CS(=O)C,4.9,a_unified_view_to_bronsted_acidity_scales.pdf,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile"
511,511,name,(C 6F5)CH(CN)COOEt,no matches,DMSO,CS(=O)C,4.7,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
512,512,name,(4-Cl-C6F4)CH(CN)COOEt,no matches,DMSO,CS(=O)C,4.5,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
513,513,name,(4-CF3-C6F4)CH(CN)COOEt,no matches,DMSO,CS(=O)C,3.0,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
514,514,name,(4-NC5F4)(C6F5)CHCN,no matches,DMSO,CS(=O)C,3.3,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
515,515,name,(4-NC5F4)CH(CN)COOEt,no matches,DMSO,CS(=O)C,3.2,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
516,516,name,(4-NC5F4)2CHCN,no matches,DMSO,CS(=O)C,2.4,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
517,517,name,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],DMSO,CS(=O)C,-1.09,a_unified_view_to_bronsted_acidity_scales.pdf,88-89-1,"2,4,6-trinitrophenol"
518,518,name,4-CF3-C6F4CH(CN)2,no matches,DMSO,CS(=O)C,1.7,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
519,519,name,7-nitroIndole,,MeCN,CC#N,29.99,pKa_values_of_acids_in_acetonitrile.pdf,-,-
520,520,name,Indoxyl acetate,,MeCN,CC#N,29.97,pKa_values_of_acids_in_acetonitrile.pdf,-,-
521,521,name,Phenol,,MeCN,CC#N,29.2,pKa_values_of_acids_in_acetonitrile.pdf,-,-
522,522,name,tBu4Box2CH2,no matches,MeCN,CC#N,28.85,pKa_values_of_acids_in_acetonitrile.pdf,-,-
523,523,name,"4-cyano-2,3,5,6-tetrafluoroAniline",,MeCN,CC#N,28.78,pKa_values_of_acids_in_acetonitrile.pdf,-,-
524,524,name,pentakis(trifluoromethyl)Toluene,,MeCN,CC#N,28.77,pKa_values_of_acids_in_acetonitrile.pdf,-,-
525,525,name,5-nitroIndole,,MeCN,CC#N,28.18,pKa_values_of_acids_in_acetonitrile.pdf,-,-
526,526,name,9_C6F5_Fluorene,no matches,MeCN,CC#N,28.14,pKa_values_of_acids_in_acetonitrile.pdf,-,-
527,527,name,"1_(4_Cl_C6H4)_3_(3,4_Cl2_C6H3)urea",no matches,MeCN,CC#N,27.95,pKa_values_of_acids_in_acetonitrile.pdf,-,-
528,528,name,4-nitroIndole,,MeCN,CC#N,27.89,pKa_values_of_acids_in_acetonitrile.pdf,-,-
529,529,name,6-nitroIndole,,MeCN,CC#N,27.79,pKa_values_of_acids_in_acetonitrile.pdf,-,-
530,530,name,Me2Box2CH2,no matches,MeCN,CC#N,27.59,pKa_values_of_acids_in_acetonitrile.pdf,-,-
531,531,name,"(3,5_(CF3)2_C6H3)3COH",no matches,MeCN,CC#N,27.21,pKa_values_of_acids_in_acetonitrile.pdf,-,-
532,532,name,C6H5_CH2_Tf,no matches,MeCN,CC#N,27.19,pKa_values_of_acids_in_acetonitrile.pdf,-,-
533,533,name,"1,2,3,4_F4_9_Ph_Fluorene",no matches,MeCN,CC#N,27.12,pKa_values_of_acids_in_acetonitrile.pdf,-,-
534,534,name,4_Cl_C6H4_CH2_Tf,no matches,MeCN,CC#N,27.06,pKa_values_of_acids_in_acetonitrile.pdf,-,-
535,535,name,4_F_C6H4_CH2_Tf,no matches,MeCN,CC#N,27.0,pKa_values_of_acids_in_acetonitrile.pdf,-,-
536,536,name,(Ph)(4_Me_C6F4)CHCN,no matches,MeCN,CC#N,26.98,pKa_values_of_acids_in_acetonitrile.pdf,-,-
537,537,name,4_Me_C6H4_SO2_NH2,no matches,MeCN,CC#N,26.95,pKa_values_of_acids_in_acetonitrile.pdf,-,-
538,538,name,Box2CH2,no matches,MeCN,CC#N,26.89,pKa_values_of_acids_in_acetonitrile.pdf,-,-
539,539,name,(4_NC5F4)(4_Me_C6H4)NH,no matches,MeCN,CC#N,26.87,pKa_values_of_acids_in_acetonitrile.pdf,-,-
540,540,name,Ph_SO2_NH2,no matches,MeCN,CC#N,26.63,pKa_values_of_acids_in_acetonitrile.pdf,-,-
541,541,name,Triazine 2,no matches,MeCN,CC#N,26.58,pKa_values_of_acids_in_acetonitrile.pdf,-,-
542,542,name,3-trifluoromethylPhenol,,MeCN,CC#N,26.5,pKa_values_of_acids_in_acetonitrile.pdf,-,-
543,543,name,C6F5_NH_COMe,no matches,MeCN,CC#N,26.45,pKa_values_of_acids_in_acetonitrile.pdf,-,-
544,544,name,(Ph)(4_NC5F4)NH,no matches,MeCN,CC#N,26.36,pKa_values_of_acids_in_acetonitrile.pdf,-,-
545,545,name,(4_NO2_C6H4)2NH,no matches,MeCN,CC#N,26.18,pKa_values_of_acids_in_acetonitrile.pdf,-,-
546,546,name,4-nitroIndolocarbazole,,MeCN,CC#N,26.18,pKa_values_of_acids_in_acetonitrile.pdf,-,-
547,547,name,4_F_C6H4_SO2_NH2,no matches,MeCN,CC#N,26.16,pKa_values_of_acids_in_acetonitrile.pdf,-,-
548,548,name,SBoxCH2,no matches,MeCN,CC#N,26.16,pKa_values_of_acids_in_acetonitrile.pdf,-,-
549,549,name,(Ph)(C6F5)CHCN,no matches,MeCN,CC#N,26.16,pKa_values_of_acids_in_acetonitrile.pdf,-,-
550,550,name,3-cyanoIndole,,MeCN,CC#N,26.01,pKa_values_of_acids_in_acetonitrile.pdf,-,-
551,551,name,4_Cl_C6H4_SO2_NH2,no matches,MeCN,CC#N,25.85,pKa_values_of_acids_in_acetonitrile.pdf,-,-
552,552,name,Triazine 1,no matches,MeCN,CC#N,25.85,pKa_values_of_acids_in_acetonitrile.pdf,-,-
553,578,name,3_F_C6H4_CH2_Tf,no matches,MeCN,CC#N,25.62,pKa_values_of_acids_in_acetonitrile.pdf,-,-
554,579,name,4-trifluoromethylPhenol,,MeCN,CC#N,25.5,pKa_values_of_acids_in_acetonitrile.pdf,-,-
555,580,name,3_Cl_C6H4_CH2_Tf,no matches,MeCN,CC#N,25.47,pKa_values_of_acids_in_acetonitrile.pdf,-,-
556,581,name,4_CF3_C6H4_SO2_NH2,no matches,MeCN,CC#N,25.24,pKa_values_of_acids_in_acetonitrile.pdf,-,-
557,582,name,3_CF3_C6H4_SO2_NH2,no matches,MeCN,CC#N,25.2,pKa_values_of_acids_in_acetonitrile.pdf,-,-
558,583,name,(4_Me2N_C6F4)(C6F5)NH,no matches,MeCN,CC#N,25.13,pKa_values_of_acids_in_acetonitrile.pdf,-,-
559,584,name,3_CF3_C6H4_CH2_Tf,no matches,MeCN,CC#N,25.08,pKa_values_of_acids_in_acetonitrile.pdf,-,-
560,585,name,(4_Me_C6F4)(C6F5)NH,no matches,MeCN,CC#N,24.96,pKa_values_of_acids_in_acetonitrile.pdf,-,-
561,586,name,2-trifluoromethylPhenol,,MeCN,CC#N,24.9,pKa_values_of_acids_in_acetonitrile.pdf,-,-
562,616,name,"1,3_Bis(4_NO2_C6H4)urea",no matches,MeCN,CC#N,24.71,pKa_values_of_acids_in_acetonitrile.pdf,-,-
563,617,name,3_NO2_C6H4_SO2_NH2,no matches,MeCN,CC#N,24.63,pKa_values_of_acids_in_acetonitrile.pdf,-,-
564,618,name,pentakis(trifluoromethyl)Aniline,,MeCN,CC#N,24.57,pKa_values_of_acids_in_acetonitrile.pdf,-,-
565,619,name,4_NO2_C6H4_SO2_NH2,no matches,MeCN,CC#N,24.57,pKa_values_of_acids_in_acetonitrile.pdf,-,-
566,620,name,3_CN_C6H4_CH2_Tf,no matches,MeCN,CC#N,24.51,pKa_values_of_acids_in_acetonitrile.pdf,-,-
567,621,name,Octafluorofluorene,no matches,MeCN,CC#N,24.49,pKa_values_of_acids_in_acetonitrile.pdf,-,-
568,622,name,4_CF3_C6H4_CH2_Tf,no matches,MeCN,CC#N,24.44,pKa_values_of_acids_in_acetonitrile.pdf,-,-
569,623,name,"3,5_(CF3)2_Ph_C_thiourea",no matches,MeCN,CC#N,24.31,pKa_values_of_acids_in_acetonitrile.pdf,-,-
570,624,name,(4_H_C6F4)(C6F5)NH,no matches,MeCN,CC#N,24.11,pKa_values_of_acids_in_acetonitrile.pdf,-,-
571,625,name,C6F5_NH_C(CF3)3,no matches,MeCN,CC#N,24.03,pKa_values_of_acids_in_acetonitrile.pdf,-,-
572,626,name,(C6F5)2NH,no matches,MeCN,CC#N,23.98,pKa_values_of_acids_in_acetonitrile.pdf,-,-
573,627,name,"3,5_F2_C6H3_CH2_Tf",no matches,MeCN,CC#N,23.96,pKa_values_of_acids_in_acetonitrile.pdf,-,-
574,628,name,Fluoradene,no matches,MeCN,CC#N,23.92,pKa_values_of_acids_in_acetonitrile.pdf,-,-
575,629,name,"2,4,6-trinitroAniline",,MeCN,CC#N,23.87,pKa_values_of_acids_in_acetonitrile.pdf,-,-
576,630,name,"3,5-bis(trifluoromethyl)Phenol",,MeCN,CC#N,23.8,pKa_values_of_acids_in_acetonitrile.pdf,-,-
577,631,name,2-nitroIndole,,MeCN,CC#N,23.64,pKa_values_of_acids_in_acetonitrile.pdf,-,-
578,632,name,9_COOMe_Fluorene,no matches,MeCN,CC#N,23.54,pKa_values_of_acids_in_acetonitrile.pdf,-,-
579,633,name,Acetic acid,,MeCN,CC#N,23.5,pKa_values_of_acids_in_acetonitrile.pdf,-,-
580,634,name,(4_Cl_C6F4)(C6F5)NH,no matches,MeCN,CC#N,23.22,pKa_values_of_acids_in_acetonitrile.pdf,-,-
581,635,name,4_CN_C6H4_CH2_Tf,no matches,MeCN,CC#N,23.19,pKa_values_of_acids_in_acetonitrile.pdf,-,-
582,636,name,Sorbic acid,,MeCN,CC#N,22.97,pKa_values_of_acids_in_acetonitrile.pdf,-,-
583,637,name,C6F5_CH(COOEt)2,no matches,MeCN,CC#N,22.88,pKa_values_of_acids_in_acetonitrile.pdf,-,-
584,638,name,2-nitroPhenol,,MeCN,CC#N,22.85,pKa_values_of_acids_in_acetonitrile.pdf,-,-
585,639,name,"3,5_(CF3)2_C6H3_CH2_Tf",no matches,MeCN,CC#N,22.84,pKa_values_of_acids_in_acetonitrile.pdf,-,-
586,652,name,(4_Me_C6F4)2CHCN,no matches,MeCN,CC#N,22.8,pKa_values_of_acids_in_acetonitrile.pdf,-,-
587,653,name,Retinoic acid,,MeCN,CC#N,22.78,pKa_values_of_acids_in_acetonitrile.pdf,-,-
588,654,name,3-nitroIndole,,MeCN,CC#N,22.77,pKa_values_of_acids_in_acetonitrile.pdf,-,-
589,655,name,C6F5_SO2_NH2,no matches,MeCN,CC#N,22.27,pKa_values_of_acids_in_acetonitrile.pdf,-,-
590,656,name,(4_Me_C6F4)(C6F5)CHCN,no matches,MeCN,CC#N,21.94,pKa_values_of_acids_in_acetonitrile.pdf,-,-
591,657,name,4_NO2_C6H4_CH2_Tf,no matches,MeCN,CC#N,21.92,pKa_values_of_acids_in_acetonitrile.pdf,-,-
592,658,name,Benzoic acid,,MeCN,CC#N,21.5,pKa_values_of_acids_in_acetonitrile.pdf,-,-
593,659,name,(4_CF3_C6H4)(C6F5)NH,no matches,MeCN,CC#N,21.37,pKa_values_of_acids_in_acetonitrile.pdf,-,-
594,660,name,9_CN_Fluorene,no matches,MeCN,CC#N,21.35,pKa_values_of_acids_in_acetonitrile.pdf,-,-
595,661,name,Alizarin,,MeCN,CC#N,21.23,pKa_values_of_acids_in_acetonitrile.pdf,-,-
596,662,name,(4_H_C6F4)(C6F5)CHCN,no matches,MeCN,CC#N,21.1,pKa_values_of_acids_in_acetonitrile.pdf,-,-
597,663,name,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,MeCN,CC#N,21.09,pKa_values_of_acids_in_acetonitrile.pdf,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile"
598,664,name,4_CF3_C6F4_CH2_Tf,no matches,MeCN,CC#N,21.02,pKa_values_of_acids_in_acetonitrile.pdf,-,-
599,672,name,(CF3)3COH,,MeCN,CC#N,20.5,pKa_values_of_acids_in_acetonitrile.pdf,-,-
600,673,name,(4_NC5F4)(C6F5)NH,no matches,MeCN,CC#N,20.39,pKa_values_of_acids_in_acetonitrile.pdf,-,-
601,674,name,(4_Cl_C6F4)(C6F5)CHCN,no matches,MeCN,CC#N,20.36,pKa_values_of_acids_in_acetonitrile.pdf,-,-
602,675,name,"2,4,6-tribromoPhenol",,MeCN,CC#N,20.34,pKa_values_of_acids_in_acetonitrile.pdf,-,-
603,676,name,pentacyanoToluene,,MeCN,CC#N,20.14,pKa_values_of_acids_in_acetonitrile.pdf,-,-
604,677,name,"(2,4,6_Cl3_C6F2)(C6F5)CHCN",no matches,MeCN,CC#N,20.13,pKa_values_of_acids_in_acetonitrile.pdf,-,-
605,678,name,"2,3,5,6-tetrafluoroPhenol",,MeCN,CC#N,20.1,pKa_values_of_acids_in_acetonitrile.pdf,-,-
606,679,name,pentafluoroPhenol,,MeCN,CC#N,20.1,pKa_values_of_acids_in_acetonitrile.pdf,-,-
607,680,name,(2-C10F7)(C6F5)CHCN,no matches,MeCN,CC#N,20.07,pKa_values_of_acids_in_acetonitrile.pdf,-,-
608,681,name,(4_CN_C6F4)(C6F5)NH,no matches,MeCN,CC#N,19.87,pKa_values_of_acids_in_acetonitrile.pdf,-,-
609,682,name,1_C10F7_OH,no matches,MeCN,CC#N,19.7,pKa_values_of_acids_in_acetonitrile.pdf,-,-
610,683,name,"2,4,6_(SO2F)3_Aniline",no matches,MeCN,CC#N,19.66,pKa_values_of_acids_in_acetonitrile.pdf,-,-
611,687,name,(2_C10F7)2CHCN,no matches,MeCN,CC#N,19.32,pKa_values_of_acids_in_acetonitrile.pdf,-,-
612,688,name,Br4_CA_benzoic acid,no matches,MeCN,CC#N,19.2,pKa_values_of_acids_in_acetonitrile.pdf,-,-
613,689,name,9_C6F5_Octafluorofluorene,no matches,MeCN,CC#N,18.87,pKa_values_of_acids_in_acetonitrile.pdf,-,-
614,690,name,2_C10F7_OH,no matches,MeCN,CC#N,18.5,pKa_values_of_acids_in_acetonitrile.pdf,-,-
615,691,name,"[4_(Ph3B)_2,6_Mes2_Pyridine]H",no matches,MeCN,CC#N,18.45,pKa_values_of_acids_in_acetonitrile.pdf,-,-
616,692,name,(4_NC5F4)(4_CF3_C6F4)NH,no matches,MeCN,CC#N,18.25,pKa_values_of_acids_in_acetonitrile.pdf,-,-
617,693,name,(4_CF3_C6F4)(C6F5)CHCN,no matches,MeCN,CC#N,18.13,pKa_values_of_acids_in_acetonitrile.pdf,-,-
618,694,name,"4_C6F5_2,3,5,6_F4_Phenol",no matches,MeCN,CC#N,18.1,pKa_values_of_acids_in_acetonitrile.pdf,-,-
619,695,name,Br4_CF3_CAC_benzoic acid,no matches,MeCN,CC#N,18.1,pKa_values_of_acids_in_acetonitrile.pdf,-,-
620,696,name,4_H_C6F4_CH(CN)COOEt,no matches,MeCN,CC#N,18.07,pKa_values_of_acids_in_acetonitrile.pdf,-,-
621,697,name,pentachloroPhenol,,MeCN,CC#N,18.0,pKa_values_of_acids_in_acetonitrile.pdf,-,-
622,698,name,pentabromoPhenol,,MeCN,CC#N,17.81,pKa_values_of_acids_in_acetonitrile.pdf,-,-
623,699,name,C6F5_CH(CN)COOEt,no matches,MeCN,CC#N,17.73,pKa_values_of_acids_in_acetonitrile.pdf,-,-
624,700,name,4_Me_C6H4_CH(CN)2,no matches,MeCN,CC#N,17.57,pKa_values_of_acids_in_acetonitrile.pdf,-,-
625,701,name,2_C10F7_CH(CN)COOEt,no matches,MeCN,CC#N,17.48,pKa_values_of_acids_in_acetonitrile.pdf,-,-
626,702,name,4_Cl_C6F4_CH(CN)COOEt,no matches,MeCN,CC#N,17.38,pKa_values_of_acids_in_acetonitrile.pdf,-,-
627,703,name,(4_NC5F4)2NH,no matches,MeCN,CC#N,17.2,pKa_values_of_acids_in_acetonitrile.pdf,-,-
628,704,name,Br4_CX_benzoic acid,no matches,MeCN,CC#N,17.19,pKa_values_of_acids_in_acetonitrile.pdf,-,-
629,705,name,"2_Me_4,6_(NO2)2_Phenol",no matches,MeCN,CC#N,16.97,pKa_values_of_acids_in_acetonitrile.pdf,-,-
630,706,name,"2,6-dinitroPhenol",,MeCN,CC#N,16.74,pKa_values_of_acids_in_acetonitrile.pdf,-,-
631,707,name,"2,4-dinitroPhenol",,MeCN,CC#N,16.65,pKa_values_of_acids_in_acetonitrile.pdf,-,-
632,708,name,"2,3,5,6-tetrafluoro-4-trifluoromethylPhenol",,MeCN,CC#N,16.6,pKa_values_of_acids_in_acetonitrile.pdf,-,-
633,709,name,(4_NC5F4)(C6F5)CHCN,no matches,MeCN,CC#N,16.39,pKa_values_of_acids_in_acetonitrile.pdf,-,-
634,731,name,"4-fluoro-2,6-dinitroPhenol",,MeCN,CC#N,16.17,pKa_values_of_acids_in_acetonitrile.pdf,-,-
635,732,name,(4_CF3_C6F4)2CHCN,no matches,MeCN,CC#N,16.12,pKa_values_of_acids_in_acetonitrile.pdf,-,-
636,733,name,4_CF3_C6F4_CH(CN)COOEt,no matches,MeCN,CC#N,16.07,pKa_values_of_acids_in_acetonitrile.pdf,-,-
637,737,name,(4_NC5F4)(2_C10F7)CHCN,no matches,MeCN,CC#N,16.01,pKa_values_of_acids_in_acetonitrile.pdf,-,-
638,738,name,4_NO2_C6H4_SO2_NH_CO_C6H4_4_Me,no matches,MeCN,CC#N,15.68,pKa_values_of_acids_in_acetonitrile.pdf,-,-
639,739,name,4_NC5F4_OH,no matches,MeCN,CC#N,15.39,pKa_values_of_acids_in_acetonitrile.pdf,-,-
640,740,name,4_NC5F4_CH(CN)COOEt,no matches,MeCN,CC#N,14.89,pKa_values_of_acids_in_acetonitrile.pdf,-,-
641,741,name,3_CF3_C6H4_CH(CN)2,no matches,MeCN,CC#N,14.7,pKa_values_of_acids_in_acetonitrile.pdf,-,-
642,742,name,Saccharin,,MeCN,CC#N,14.57,pKa_values_of_acids_in_acetonitrile.pdf,-,-
643,743,name,3_NO2_C6H4_SO2_NH_CO_C6H4_3_Cl,no matches,MeCN,CC#N,14.55,pKa_values_of_acids_in_acetonitrile.pdf,-,-
644,744,name,4_NO2_C6H4_SO2_NH_CO_C6H4_3_Cl,no matches,MeCN,CC#N,14.43,pKa_values_of_acids_in_acetonitrile.pdf,-,-
645,745,name,"2-chloro-4,6-dinitroPhenol",,MeCN,CC#N,14.23,pKa_values_of_acids_in_acetonitrile.pdf,-,-
646,746,name,[9_Phenanthrene]_BPA_[H8],no matches,MeCN,CC#N,13.97,pKa_values_of_acids_in_acetonitrile.pdf,-,-
647,747,name,4_Me_C6F4_CH(CN)2,no matches,MeCN,CC#N,13.87,pKa_values_of_acids_in_acetonitrile.pdf,-,-
648,748,name,"[2,4,6_i_Pr3_C6H2]_BPA",no matches,MeCN,CC#N,13.63,pKa_values_of_acids_in_acetonitrile.pdf,-,-
649,749,name,"RR_3,5_(CF3)2_Ph_CXCC_Br4_benzoic acid",no matches,MeCN,CC#N,13.55,pKa_values_of_acids_in_acetonitrile.pdf,-,-
650,750,name,(4_NC5F4)2CHCN,no matches,MeCN,CC#N,13.47,pKa_values_of_acids_in_acetonitrile.pdf,-,-
651,751,name,"2,3,4,5,6_(CF3)5_C6_CH(CN)COOEt",no matches,MeCN,CC#N,13.41,pKa_values_of_acids_in_acetonitrile.pdf,-,-
652,752,name,[9_Phenanthrene]_BPA,no matches,MeCN,CC#N,13.32,pKa_values_of_acids_in_acetonitrile.pdf,-,-
653,753,name,C6F5_CH(CN)2,no matches,MeCN,CC#N,13.01,pKa_values_of_acids_in_acetonitrile.pdf,-,-
