,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all),Acid type,Solvent name
122,[NH3+]CC(Cl)(Cl)CCl,O,0,0,6,[6.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
123,C[NH+](c1ccccc1)c1ccccc1,CC#N,,methyl(diphenyl)azanium,6.52,[6.52],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,acetonitrile
124,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CC[NH3+])c1ccno1,O,0,0,9.5,[9.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
125,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C[NH+]2CCNCC2)ccc1Cl,O,0,0,8.85,[8.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
126,C=CC[NH+]1CCCCC1,O,0,0,9.65,[9.65],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
127,CC(C)[NH2+]C[C@H](O)c1cccc(F)c1,O,0,0,9.48,[9.48],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
128,Nc1nc2nccnc2c[nH+]1,O,0,0,4.26,[4.26],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
129,C[C@@H](Cc1ccc(C(C)(C)C)cc1)C[NH+]1C[C@H](C)O[C@H](C)C1,O,0,0,6.98,[6.98],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
130,CCOC(=O)c1ccc([NH3+])cc1,O,0,0,2.51,"[2.5, 2.52]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997., Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
131,C[NH+]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,O,0,0,6.6,"[7.39, 5.81]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
132,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,O,0,0,5.9,[5.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
133,CCCC[N@H+](C)[C@@H]1CCc2ccccc2C1,O,0,0,9.71,[9.71],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
134,CC1=NN(C(=O)CCS)[C@H](C(=O)O)S1,O,0,0,2.4,[2.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
135,O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,C(CCl)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,42.4,[42.4],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,DCE
136,c1ccc([NH2+]C2CCCC2)cc1,O,0,0,5.3,[5.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
137,CC(C)[N@H+]1CCCC(=O)[C@H](O)CCC1,O,0,0,8.1,[8.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
138,O=C1O[C@@H](C(O)=C1O)[C@H](CO)O,O,0,0,11.57,[11.57],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
139,O=C(O)c1ccc(Oc2ccccc2)cc1,O,0,0,4.52,[4.52],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
140,O=[N+]([O-])c1ccccc1O,CN(C)C=O,88-75-5,2-nitrophenol,12.2,[12.2],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,DMF
141,COc1ccc([N+](=O)[O-])c([NH3+])c1,O,0,0,-0.72,[-0.72],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
142,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,O,0,0,2.41,[2.41],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
143,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,O,0,0,4.34,[4.34],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
144,COc1ccc2cccc([NH3+])c2c1,O,0,0,4.07,[4.07],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
145,O=C(c1cc(S)ccc1)O,O,0,0,6.2,[6.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
146,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,O,0,0,3.644,[3.644],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
147,CC[N@@H+]1CCC[C@H]1C,O,0,0,10.56,[10.56],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
148,O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,O,0,0,9.49,[9.49],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
149,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,O,0,0,3.96,[3.96],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
150,COC(=O)c1cc([NH3+])cc2ccccc12,O,0,0,3.38,[3.38],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
151,c1ccc([NH2+]c2ccccc2)cc1,CC#N,61236-17-7,diphenylazanium,5.98,[5.98],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
152,[NH3+]CC(Cl)Cl,O,0,0,7.25,[7.25],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
153,CCCCC[N@@H+](CC[N+]1(C)CCCCC1)c1ccccc1,O,0,0,2.96,[2.96],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
154,N#CC(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,CS(=O)C,42238-33-5,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile",12.8,"[12.8, 12.8]","[Kutt et al., Tetrahedron Lett., 2018., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,DMSO
155,C[C@@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,O,0,0,6.08,[6.08],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
156,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,O,0,0,3.5,[3.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
157,O=C(O)Cc1ccc([N+](=O)[O-])cc1,O,0,0,3.85,[3.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
158,CC[NH+](CC)CCOC(=O)c1ccccc1,O,0,0,8.85,[8.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
159,CC(C)c1ccc(O)cc1,O,0,0,10.24,[10.24],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
160,[NH3+]C1(C(=O)O)CCCCC1,O,0,0,2.66,[2.66],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
161,CC[NH+](C)CC,C1CCOC1,-,diethyl(methyl)azanium,12.7,[12.7],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
162,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,O,0,0,7.6,[7.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
163,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,O,0,0,4.33,"[4.31, 4.35]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,water
164,CC(C)C(C)(C)[NH2+]c1ccccc1,O,0,0,6.3,[6.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
165,CC(C)(O)C(=O)O,O,0,0,4.04,[4.04],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
166,[NH3+]c1cccc2c([N+](=O)[O-])cccc12,O,0,0,2.73,[2.73],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
167,Oc1ccc(O)c2ccccc12,O,0,0,9.58,[9.58],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
168,O=C(O)c1ccc([C@@]23CCC[C@@H]2C3)cc1,O,0,0,4.02,[4.02],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
169,[NH3+]c1cccc(-c2ccccc2)c1,O,0,0,4.25,[4.25],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
170,N#CC(C#N)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,CC#N,55852-24-9,"2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]propanedinitrile",10.19,"[10.19, 10.19, 10.19, 10.19, 10.19, 10.19]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.,  Kutt et al., J. Org. Chem., 2011, 76, 391-395., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,acetonitrile
171,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,O,0,0,7.5,[7.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
172,Oc1ccc(O)cc1,O,0,0,9.91,[9.91],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
173,Oc1cccc(C(F)(F)F)c1,CS(=O)C,98-17-9,3-(trifluoromethyl)phenol,15.1,[15.1],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,DMSO
174,O=S(=O)(O)F,C(CCl)Cl,7789-21-1,sulfurofluoridic acid,34.7,[34.7],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",inorganic,DCE
175,c1ccc2sc(Cc3nc4ccccc4s3)nc2c1,CC#N,1945-78-4,"2-(1,3-benzothiazol-2-ylmethyl)-1,3-benzothiazole",26.16,[26.16],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,acetonitrile
176,C[C@@H]1[NH2+][C@H]1C,O,0,0,8.7,[8.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
177,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)OC)nn12,O,0,0,4.81,[4.81],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
178,Cc1cc(C(C)(C)C)cc(C)c1CC1=[NH+]CCN1,O,0,0,10.6,[10.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
179,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,O,0,0,4.98,[4.98],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
180,C[C@H]1CCC[C@@H](C)[NH2+]1,O,0,0,11.07,[11.07],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
181,Cc1ccc([NH2+][C@H]2CCc3ccccc32)cc1,O,0,0,1.8,[1.8],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
182,CC[NH+]1CCC(C)CC1,O,0,0,10.28,[10.28],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
183,[NH3+]C1CCC(C(=O)[O-])CC1,O,0,0,10.5,[10.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
184,CC(C)[C@H](N)C(=O)O,O,0,0,2.29,[2.29],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
185,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[N@H+](C)C1,O,0,0,7.65,[7.65],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
186,O=C(O)Cc1ccccc1Br,O,0,0,4.05,[4.05],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
187,O=C(O)Cc1cccc(F)c1,O,0,0,4.13,[4.13],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
188,CC[C@@H](C)[NH2+]C[C@H](O)c1ccc(OC)c(OC)c1,O,0,0,9.48,[9.48],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
189,CC[NH+]1CC1,O,0,0,7.93,[7.93],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
190,COc1ccc([NH3+])cc1[N+](=O)[O-],O,0,0,3.36,[3.36],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
191,COCCO,O,0,0,14.82,[14.82],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
192,Cc1ccc(C(=O)O)c(O)c1,O,0,0,3.17,[3.17],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
193,Cc1nc(C)c(C(=O)O)o1,O,0,0,3.08,[3.08],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
194,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC#N,87-86-5,"2,3,4,5,6-pentachlorophenol",18.01,"[18.02, 18.0, 18.0, 18.02]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",phenol,acetonitrile
195,O=S(=O)(Cc1ccc(F)cc1)C(F)(F)F,CC#N,2408-04-0,1-fluoro-4-(trifluoromethylsulfonylmethyl)benzene,27,[27.0],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,acetonitrile
196,Oc1ccc(Cc2ccc(O)cc2)cc1,O,0,0,7.55,[7.55],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
197,CCC(=O)O[C@H](C)C[NH+](C)C,O,0,0,8.26,[8.26],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
198,Cc1ccc([NH3+])cc1[N+](=O)[O-],O,0,0,2.96,[2.96],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
199,[NH3+][C@@H]1Cc2ccccc2[C@H]1O,O,0,0,8.13,[8.13],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
200,C[NH2+]c1ccc(C)cc1,O,0,0,5.36,[5.36],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
201,Nc1cccc2cccc([NH3+])c12,O,-,(8-aminonaphthalen-1-yl)azanium,4.61,[4.61],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,water
202,[NH3+]CCCCc1ccccc1,O,0,0,10.5,[10.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
203,O=C(O)c1ccccc1C(=O)O,CC#N,88-99-3,phthalic acid,14.3,[14.3],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
204,Oc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,CS(=O)C,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",7.9,[7.9],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,DMSO
205,CCC1=CCC[NH2+]1,O,0,0,7.87,[7.87],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
206,C[NH+](C)c1cccc(Cl)c1,O,0,0,3.87,[3.87],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
207,N#Cc1cc([NH3+])c2ccccc2c1,O,0,0,2.26,[2.26],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
208,O=C(O)c1ccc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)cc1,O,0,0,4.1,[4.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
209,Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,O,0,0,3.1,[3.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
210,CCNP(=N[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC#N,-,[[bis(dimethylamino)-(ethylamino)-_5-phosphanylidene]amino]-tris(dimethylamino)phosphanium,32.94,[32.94],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",amine,acetonitrile
211,CC(C)S,O,0,0,10.86,[10.86],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",thiol,water
212,NCCCC[NH3+],C1CCOC1,-,4-aminobutylazanium,15.2,[15.2],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
213,Cc1ccc2ccccc2c1C(=O)O,O,0,0,3.107,[3.107],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
214,CC[C@H](O)C[N@H+](CC)CCO,O,0,0,9.1,[9.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
215,COc1cncnc1O,O,0,0,8.64,[8.64],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
216,[NH3+]c1ccccc1OC(F)(F)F,O,0,0,2.44,[2.44],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
217,C[N+](C)(C)CCc1ccc(O)cc1,O,0,0,9.8,[9.8],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
218,CCCCCCCC[NH2+]CCCCCCCC,O,0,0,11.01,[11.01],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
219,O=C(NS(=O)(=O)C(F)(F)F)c1ccc(F)cc1,CC#N,39063-00-8,4-fluoro-N-(trifluoromethylsulfonyl)benzamide,10.65,"[10.65, 10.65, 10.65, 10.65]","[ Kutt et al., J. Org. Chem., 2011, 76, 391-395., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,acetonitrile
220,CC(C)[NH2+]C[C@H](O)c1ccc(-c2ccccc2)cc1,O,0,0,9.2,[9.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
221,CC1CCC([NH3+])CC1,O,0,0,10.48,[10.48],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
222,C[NH+](C)c1ccccc1,CS(=O)C,-,dimethyl(phenyl)azanium,2.7,[2.7],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
223,[NH3+]c1ccc(Cl)cc1[N+](=O)[O-],O,0,0,-1.02,[-1.02],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
224,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,O,0,0,8.42,[8.42],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
225,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O,0,0,6.3,[6.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
226,Nc1cccc(Br)[nH+]1,O,0,0,2.6,[2.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
227,Nc1[nH]c2cccc3cccc([nH+]1)c32,O,0,0,7.6,[7.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
228,[NH3+]Cc1ccc2c(c1)OCO2,O,0,0,9.37,[9.37],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
229,CCCc1ccccc1O,O,0,0,10.5,[10.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
230,O=C(O)Cc1ccccc1,O,0,0,4.31,[4.31],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
231,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,CC#N,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",18.1375,"[18.14, 18.14, 18.13, 18.14]","[Kutt et al., Tetrahedron Lett., 2018., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,acetonitrile
232,CC[NH+](CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,O,0,0,7.5,[7.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
233,CCCCCCCCCC[NH+](C[C@@H](C)O)C[C@@H](C)O,O,0,0,7.6,[7.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
234,c1cc[nH+]cc1,O,16969-45-2,pyridin-1-ium,5.23,"[5.23, 5.23]","[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489., Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,water
235,Oc1ncc2cccnc2n1,O,0,0,8.98,[8.98],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
236,CC(C)[NH2+]C[C@H](O)c1cccc(Br)c1,O,0,0,9.37,[9.37],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
237,[NH3+]CCCl,O,0,0,8.56,[8.56],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
238,Cc1cc(O)cc(C)c1[N+](=O)[O-],O,0,0,8.25,[8.25],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
239,CC(=O)Nc1cccc[nH+]1,O,0,0,4.09,[4.09],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
240,CC(C)([NH3+])c1ccccc1,O,0,0,10.27,[10.27],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
241,CCC/C=C(/C)C(=O)O,O,0,0,4.74,[4.74],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
242,CCOP(=O)(CC[NH+](CC)CC)OCC,O,0,0,8.2,[8.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
243,CC(C)[NH2+][C@H](C(C)C)[C@H](O)c1ccc(O)c(O)c1,O,0,0,8.85,[8.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
244,NS(=O)(=O)c1ccc(Br)cc1,CC#N,701-34-8,4-bromobenzenesulfonamide,24.04,[24.04],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",amine,acetonitrile
245,CCC[NH2+]CCC,CC#N,-,dipropylazanium,18.8,[18.8],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
246,CC(C)(S)CO,O,0,0,9.85,[9.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",thiol,water
247,Nc1[nH+]cc(Cl)cc1Cl,O,0,0,2.75,[2.75],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
248,CCCCOC(=O)c1ccc([NH3+])cc1,O,0,0,2.472,[2.472],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
249,[NH3+]CCc1ccc(O)cc1,O,0,0,10.9,[10.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
250,CC(=O)c1ccc(-c2ccc([NH3+])cc2)cc1,O,0,0,3.98,[3.98],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
251,O=C(O)c1c([N+](=O)[O-])cccc1[N+](=O)[O-],CC#N,603-12-3,"2,6-dinitrobenzoic acid",15.8,[15.8],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
