Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
C(CCN)C[NH3+],CC#N,-,4-aminobutylazanium,20.12,[20.12],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C(CCN)C[NH3+],CS(=O)C,-,4-aminobutylazanium,12.6,[12.6],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C(CCN)C[NH3+],O,-,4-aminobutylazanium,10.65,[10.65],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C(CN)[NH3+],C1CCOC1,-,2-aminoethylazanium,13.6,[13.6],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C(CN)[NH3+],CC#N,-,2-aminoethylazanium,18.46,[18.46],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C(CN)[NH3+],CS(=O)C,-,2-aminoethylazanium,11.1,[11.1],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C(CN)[NH3+],O,-,2-aminoethylazanium,9.98,[9.98],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C(CO)C(=O)O,CC#N,503-66-2,3-hydroxypropanoic acid,21,[21.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,C(CCl)Cl,82113-65-3,"1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide",33,[33.0],['leito_acids']
C(F)(F)(F)S(=O)(=O)O,C(CCl)Cl,1493-13-6,trifluoromethanesulfonic acid,33.7,"[33.7, 33.7]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'leito_acids']"
C(F)(F)(F)S(=O)(=O)O,C1CCOC1,1493-13-6,trifluoromethanesulfonic acid,7.83,[7.83],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
C(F)(F)(F)S(=O)(=O)O,CC#N,1493-13-6,trifluoromethanesulfonic acid,2.6,"[2.6, 2.6]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']"
C(F)(F)(F)S(=O)(=O)O,CS(=O)C,1493-13-6,trifluoromethanesulfonic acid,-14.3,[-14.3],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
C(F)(F)(F)S(=O)(=O)O,O,1493-13-6,trifluoromethanesulfonic acid,-14.7,[-14.7],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
C(S(=O)(=O)F)(S(=O)(=O)F)S(=O)(=O)F,C(CCl)Cl,75533-68-5,methanetrisulfonyl fluoride,31.4,[31.4],['leito_acids']
C[NH+](C)C,C1CCOC1,,trimethylazanium,12.7,[12.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C,CC#N,,trimethylazanium,17.61,[17.61],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C,CS(=O)C,,trimethylazanium,8.4,[8.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C,O,,trimethylazanium,9.76,[9.76],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C(=N)N(C)C,C1CCOC1,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",15.5,"[15.5, 15.5]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C[NH+](C)C(=N)N(C)C,CC#N,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",23.325,"[23.3, 23.35]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C[NH+](C)C(=N)N(C)C,CS(=O)C,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",13.2,"[13.2, 13.2]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C[NH+](C)C(=N)N(C)C,O,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",13.3,"[13.6, 13.0]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C[NH+](C)C1=CC=CC=C1,C1CCOC1,-,dimethyl(phenyl)azanium,4.9,[4.9],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C1=CC=CC=C1,CC#N,-,dimethyl(phenyl)azanium,11.45,"[11.43, 11.47]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C[NH+](C)C1=CC=CC=C1,CS(=O)C,-,dimethyl(phenyl)azanium,2.7,[2.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C1=CC=CC=C1,O,-,dimethyl(phenyl)azanium,5.06,[5.06],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C1=CC=CC2=C1C(=CC=C2)N(C)C,C1CCOC1,-,[8-(dimethylamino)naphthalen-1-yl]-dimethylazanium,11.1,[11.1],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C1=CC=CC2=C1C(=CC=C2)N(C)C,CC#N,-,[8-(dimethylamino)naphthalen-1-yl]-dimethylazanium,18.63,[18.63],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C1=CC=CC2=C1C(=CC=C2)N(C)C,CS(=O)C,-,[8-(dimethylamino)naphthalen-1-yl]-dimethylazanium,7.47,[7.47],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)C1=CC=CC2=C1C(=CC=C2)N(C)C,O,-,[8-(dimethylamino)naphthalen-1-yl]-dimethylazanium,12,[12.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCCCN(C)C,C1CCOC1,-,4-(dimethylamino)butyl-dimethylazanium,13.1,[13.1],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCCCN(C)C,CC#N,-,4-(dimethylamino)butyl-dimethylazanium,19.96,[19.96],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCCCN(C)C,CS(=O)C,-,4-(dimethylamino)butyl-dimethylazanium,10,[10.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCCCN(C)C,O,-,4-(dimethylamino)butyl-dimethylazanium,10.8,[10.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCCN(C)C,C1CCOC1,-,3-(dimethylamino)propyl-dimethylazanium,13,[13.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCCN(C)C,CC#N,-,3-(dimethylamino)propyl-dimethylazanium,19.28,[19.28],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCCN(C)C,CS(=O)C,-,3-(dimethylamino)propyl-dimethylazanium,9.4,[9.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCCN(C)C,O,-,3-(dimethylamino)propyl-dimethylazanium,10.6,[10.6],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCN(C)C,C1CCOC1,-,2-(dimethylamino)ethyl-dimethylazanium,12.8,[12.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCN(C)C,CC#N,-,2-(dimethylamino)ethyl-dimethylazanium,18.69,[18.69],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCN(C)C,CS(=O)C,-,2-(dimethylamino)ethyl-dimethylazanium,8.8,[8.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C)CCN(C)C,O,-,2-(dimethylamino)ethyl-dimethylazanium,9.15,[9.15],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+](C1=CC=CC=C1)C2=CC=CC=C2,CC#N,,methyl(diphenyl)azanium,6.52,[6.52],['pKa_values_of_nitrogen_heterocycles.pdf']
C[NH+]1CCCCC1,C1CCOC1,-,1-methylpiperidin-1-ium,12.9,[12.9],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+]1CCCCC1,CC#N,-,1-methylpiperidin-1-ium,18.24,[18.24],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+]1CCCCC1,CS(=O)C,-,1-methylpiperidin-1-ium,8.4,[8.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+]1CCCCC1,O,-,1-methylpiperidin-1-ium,10.08,[10.08],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+]1CCN(CC1)C,C1CCOC1,-,"1,4-dimethylpiperazin-1-ium",12.4,[12.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+]1CCN(CC1)C,CC#N,-,"1,4-dimethylpiperazin-1-ium",17.38,[17.38],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+]1CCN(CC1)C,CS(=O)C,-,"1,4-dimethylpiperazin-1-ium",7.7,[7.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH+]1CCN(CC1)C,O,-,"1,4-dimethylpiperazin-1-ium",8.54,[8.54],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH2+]C,C1CCOC1,49784-85-2,dimethylazanium,13.3,[13.3],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH2+]C,CC#N,49784-85-2,dimethylazanium,19.03,[19.03],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH2+]C,CS(=O)C,49784-85-2,dimethylazanium,10.3,[10.3],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH2+]C,O,49784-85-2,dimethylazanium,10.64,[10.64],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH2+]C1=CC=CC=C1,C1CCOC1,-,methyl(phenyl)azanium,4.8,[4.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH2+]C1=CC=CC=C1,CC#N,-,methyl(phenyl)azanium,10.97,[10.97],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH2+]C1=CC=CC=C1,CS(=O)C,-,methyl(phenyl)azanium,2.94,[2.94],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH2+]C1=CC=CC=C1,O,-,methyl(phenyl)azanium,4.85,[4.85],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH3+],C1CCOC1,17000-00-9,methylazanium,13.5,[13.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH3+],CC#N,17000-00-9,methylazanium,18.37,[18.37],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH3+],CS(=O)C,17000-00-9,methylazanium,11,[11.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C[NH3+],O,17000-00-9,methylazanium,10.62,[10.62],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,CC#N,608-71-9,"2,3,4,5,6-pentabromophenol",17.82,"[17.83, 17.81, 17.81, 17.83]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,O,608-71-9,"2,3,4,5,6-pentabromophenol",4.82,[4.82],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)N)C(F)(F)F)C(F)(F)F)C(F)(F)F,CC#N,58956-76-6,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",24.58,"[24.59, 24.57, 24.57, 24.59]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)N)C(F)(F)F)C(F)(F)F)C(F)(F)F,CS(=O)C,58956-76-6,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",12.5,[12.5],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F,CC#N,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",10.46,"[10.46, 10.46, 10.46, 10.46, 10.46]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F,CS(=O)C,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",3.1,[3.1],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F,O,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",1.32,[1.32],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)S)C(F)(F)F)C(F)(F)F)C(F)(F)F,CC#N,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",10.11,"[10.1, 10.12, 10.12, 10.1]","['DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[NH3+],CC#N,,"(2,3,4,5,6-pentachlorophenyl)azanium",2.35,[2.35],['pKa_values_of_nitrogen_heterocycles.pdf']
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,CC#N,87-86-5,"2,3,4,5,6-pentachlorophenol",18.01,"[18.02, 18.0, 18.0, 18.02]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,CN(C)C=O,87-86-5,"2,3,4,5,6-pentachlorophenol",7.97,[7.97],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,CS(=O)C,87-86-5,"2,3,4,5,6-pentachlorophenol",7.18,[7.18],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,O,87-86-5,"2,3,4,5,6-pentachlorophenol",4.74,[4.74],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1F)F)F)F)F)C(C(F)(F)F)(C(F)(F)F)O,CC#N,13732-52-0,"1,1,1,3,3,3-hexafluoro-2-(2,3,4,5,6-pentafluorophenyl)propan-2-ol",22.15,[22.15],['leito_acids']
C1(=C(C(=C(C(=C1F)F)F)F)F)C(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCl)Cl,405074-81-9,"1-[bis(trifluoromethylsulfonyl)methyl]-2,3,4,5,6-pentafluorobenzene",35.9,[35.9],['leito_acids']
C1(=C(C(=C(C(=C1F)F)F)F)F)C2(C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(F)F)O,CC#N,217825-01-9,"2,2,3,3,4,4,5,5,6,6-decafluoro-1-(2,3,4,5,6-pentafluorophenyl)cyclohexan-1-ol",22,[22.0],['leito_acids']
C1(=C(C(=C(C(=C1F)F)F)F)F)NC2=C(C(=C(C(=C2F)F)F)F)F,CC#N,1535-92-8,"2,3,4,5,6-pentafluoro-N-(2,3,4,5,6-pentafluorophenyl)aniline",23.98,[23.98],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1F)F)F)F)F)NC2=C(C(=C(C(=C2F)F)F)F)F,CS(=O)C,1535-92-8,"2,3,4,5,6-pentafluoro-N-(2,3,4,5,6-pentafluorophenyl)aniline",11.6,[11.6],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1F)F)F)F)F)O,CC#N,771-61-9,"2,3,4,5,6-pentafluorophenol",20.105,"[20.11, 20.1, 20.1, 20.11]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(=C(C(=C(C(=C1F)F)F)F)F)O,CS(=O)C,771-61-9,"2,3,4,5,6-pentafluorophenol",8.9,[8.9],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1F)F)F)F)F)O,O,771-61-9,"2,3,4,5,6-pentafluorophenol",5.55,[5.55],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1F)F)O)F)F)C(F)(F)F,CC#N,2787-79-3,"2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenol",16.61333333,"[16.62, 16.6, 16.62]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(=C(C(=C(C(=C1F)F)O)F)F)C2=C(C(=C(C(=C2F)F)F)F)F,CC#N,2894-87-3,"2,3,5,6-tetrafluoro-4-(2,3,4,5,6-pentafluorophenyl)phenol",18.105,"[18.11, 18.1, 18.1, 18.11]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(=C(C(=C(C(=C1F)F)S(=O)(=O)N)F)F)F,CC#N,778-36-9,"2,3,4,5,6-pentafluorobenzenesulfonamide",22.27,[22.27],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1F)F)S(=O)(=O)N)F)F)F,O,778-36-9,"2,3,4,5,6-pentafluorobenzenesulfonamide",8.3,[8.3],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(=C(C(=C(C(=C1F)F)S(=O)(=O)NS(=O)(=O)C2=C(C(=C(C(=C2F)F)F)F)F)F)F)F,CC#N,1535-93-9,"2,3,4,5,6-pentafluoro-N-(2,3,4,5,6-pentafluorophenyl)sulfonylbenzenesulfonamide",5.11,"[5.11, 5.11]","['DCE_2011_pKa_Table_MeCN.pdf', 'leito_acids']"
C1(=C(C(=C2C(=C1S2)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-],CC#N,-,"2,4,7-trinitro-6-thiabicyclo[3.1.1]hepta-1(7),2,4-trien-3-ol",11,[11.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1(=C(NC(=C(C1=O)F)F)F)F,CC#N,2693-66-5,"2,3,5,6-tetrafluoro-1H-pyridin-4-one",15.395,"[15.4, 15.39, 15.39, 15.4]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],CC#N,480-68-2,"5-nitro-1,3-diazinane-2,4,6-trione",10.72,"[10.72, 10.72]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],CS(=O)C,480-68-2,"5-nitro-1,3-diazinane-2,4,6-trione",0.8,[0.8],['Ejoc202001649-sup-00001-misc_information.pdf']
C1(C(S(=O)(=O)NS(=O)(=O)C1(F)F)(F)F)(F)F,C(CCl)Cl,84246-29-7,"4,4,5,5,6,6-hexafluoro-1,3,2-dithiazinane 1,1,3,3-tetraoxide",31.9,[31.9],['leito_acids']
C1(C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F)C4=C(C(=C(C(=C4F)F)F)F)F,C(CCl)Cl,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",53.8,"[53.8, 53.8, 53.8]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1(C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F)C4=C(C(=C(C(=C4F)F)F)F)F,CC#N,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",18.876,"[18.88, 18.88, 18.87, 18.87, 18.88]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=[NH+]NN=C1,C1CCOC1,-,2H-triazol-1-ium,2.5,[2.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=[NH+]NN=C1,CC#N,-,2H-triazol-1-ium,7.95,"[7.9, 8.0]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=[NH+]NN=C1,CS(=O)C,-,2H-triazol-1-ium,0,[0.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=[NH+]NN=C1,O,-,2H-triazol-1-ium,1.17,"[1.17, 1.17]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=C([NH2+]C=N1)[N+](=O)[O-],CC#N,,5-nitro-1H-imidazol-3-ium,6.34,[6.34],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=C([NH2+]C=N1)[N+](=O)[O-],O,,5-nitro-1H-imidazol-3-ium,-0.16,[-0.16],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=C(C(=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])O)[N+](=O)[O-],C(CCl)Cl,82-71-3,"2,4,6-trinitrobenzene-1,3-diol",44.1,[44.1],['leito_acids']
C1=C(C(=C(C(=C1F)F)C(C#N)C#N)F)F,C(CCl)Cl,55810-63-4,"2-(2,3,5,6-tetrafluorophenyl)propanedinitrile",0,[0.0],['leito_acids']
C1=C(C(=C(C(=C1F)F)C(C#N)C#N)F)F,CC#N,55810-63-4,"2-(2,3,5,6-tetrafluorophenyl)propanedinitrile",12.98,"[12.98, 12.98, 12.98]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=C(C(=C(C(=C1F)F)C(C#N)C2=C(C(=C(C(=C2F)F)F)F)F)F)F,C(CCl)Cl,42254-09-1,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluorophenyl)acetonitrile",55.7,[55.7],['leito_acids']
C1=C(C(=C(C(=C1F)F)C(C#N)C2=C(C(=C(C(=C2F)F)F)F)F)F)F,CC#N,42254-09-1,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluorophenyl)acetonitrile",21.10666667,"[21.11, 21.1, 21.11]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=C(C(=C(C(=C1F)F)O)F)F,CC#N,769-39-1,"2,3,5,6-tetrafluorophenol",20.11,"[20.12, 20.1, 20.1, 20.12]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=C(C(=C(C(=C1F)F)O)F)F,O,769-39-1,"2,3,5,6-tetrafluorophenol",5.67,[5.67],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C(=C(C1C#N)C#N)C#N)C#N,C(CCl)Cl,77569-14-3,"cyclopenta-2,4-diene-1,2,3,4-tetracarbonitrile",29.9,[29.9],['leito_acids']
C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],CC#N,489-98-5,"2,4,6-trinitroaniline",23.87,"[23.87, 23.87]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],O,489-98-5,"2,4,6-trinitroaniline",12.2,[12.2],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CC#N,131-73-7,"2,4,6-trinitro-N-(2,4,6-trinitrophenyl)aniline",10.54,[10.54],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CN(C)C=O,131-73-7,"2,4,6-trinitro-N-(2,4,6-trinitrophenyl)aniline",1.28,[1.28],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O,131-73-7,"2,4,6-trinitro-N-(2,4,6-trinitrophenyl)aniline",2.63,[2.63],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],C(CCl)Cl,88-89-1,"2,4,6-trinitrophenol",44.86666667,"[44.6, 45.0, 45.0]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],C1CCOC1,88-89-1,"2,4,6-trinitrophenol",11.84,[11.84],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],CC#N,88-89-1,"2,4,6-trinitrophenol",11,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
