Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
C1=CC=C2C(=C1)C(=CN2)[N+](=O)[O-],CC#N,4770-03-0,3-nitro-1H-indole,22.77,"[22.77, 22.77]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC=C2C(=C1)C(=CN2)[N+](=O)[O-],O,4770-03-0,3-nitro-1H-indole,10.12,[10.12],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC=C2C(=C1)C(=CN2)C#N,CC#N,5457-28-3,1H-indole-3-carbonitrile,26.01,"[26.01, 26.01]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,CC#N,72-48-0,"1,2-dihydroxyanthracene-9,10-dione",21.23,"[21.23, 21.23]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,CC#N,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",14.57,"[14.57, 14.57, 14.57, 14.57, 14.57]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",1.8,"[1.8, 1.8]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,CS(=O)C,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",4,"[4.0, 4.0]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,C(CCl)Cl,1529-40-4,9H-fluorene-9-carbonitrile,55.9,"[55.9, 55.9]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,CS(=O)C,1529-40-4,9H-fluorene-9-carbonitrile,8.3,"[8.3, 8.3]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,CC#N,1529-40-4,9H-fluorene-9-carbonitrile,21.26333333,"[21.36, 20.8, 21.36, 21.35, 21.35, 21.36]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'MeCN_Acids_COSMO-RS_2008_Table.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,O,1529-40-4,9H-fluorene-9-carbonitrile,10.7,[10.7],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC=C2C(=C1)C(C3=CC=CC=C32)C4=C(C(=C(C(=C4F)F)F)F)F,CC#N,73482-93-6,"9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",28.125,"[28.14, 28.11]","['pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=CC=C2C(=C1)C=[NH+]C=N2,CC#N,,quinazolin-3-ium,9.19,[9.19],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=[NH+]C=N2,O,,quinazolin-3-ium,1.95,[1.95],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=[NH+]N2,CC#N,-,1H-indazol-2-ium,7.61,"[7.61, 7.61]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)C=[NH+]N2,O,-,1H-indazol-2-ium,1.25,"[1.25, 1.25]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)C=C(C3=C2C4=C(C(=CC5=CC=CC=C54)C6=CC(=CC(=C6)C(F)(F)F)C(F)(F)F)OS(=O)(=O)NS(=O)(=O)O3)C7=CC(=CC(=C7)C(F)(F)F)C(F)(F)F,CC#N,1486486-93-4,"10,18-bis[3,5-bis(trifluoromethyl)phenyl]-12,16-dioxa-13λ6,15λ6-dithia-14-azapentacyclo[15.8.0.02,11.03,8.020,25]pentacosa-1(17),2(11),3,5,7,9,18,20,22,24-decaene 13,13,15,15-tetraoxide",5.085,"[4.97, 5.2]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C4=CC5=CC=CC=C5C6=C4OP(=O)(OC7=C6C8=CC=CC=C8C=C7C9=CC1=CC=CC=C1C1=CC=CC=C19)O,CC#N,864943-22-6,"13-hydroxy-10,16-di(phenanthren-9-yl)-12,14-dioxa-13_5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene 13-oxide",13.31,"[13.32, 13.3]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC=C2C(=C1)C=C(N2)[N+](=O)[O-],CC#N,60544-75-4,2-nitro-1H-indole,23.64,[23.64],['pKa_values_of_acids_in_acetonitrile.pdf']
C1=CC=C2C(=C1)C=C[NH+]=N2,O,,cinnolin-2-ium,2.29,[2.29],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=C[NH+]=N2,CC#N,,cinnolin-2-ium,10.5,[10.5],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=C3C=CC=CC3=[NH+]2,CC#N,-,acridin-10-ium,12.665,"[12.67, 12.66]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)C=C3C=CC=CC3=[NH+]2,O,-,acridin-10-ium,5.62,"[5.62, 5.62]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)C=CC(=N2)C3=[NH+]C4=CC=CC=C4C=C3,O,,,3.66,"[3.66, 3.66]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)C=CC(=N2)C3=[NH+]C4=CC=CC=C4C=C3,CC#N,,,11.28,"[11.28, 11.28]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)C=CC=[NH+]2,O,-,quinolin-1-ium,4.93,"[4.93, 4.93]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)C=CC=[NH+]2,CC#N,-,quinolin-1-ium,11.965,"[11.96, 11.97]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)C=CC=C2[NH3+],CC#N,70450-98-5,naphthalen-1-ylazanium,9.77,[9.77],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,CC#N,85-47-2,naphthalene-1-sulfonic acid,7.894,"[7.89, 7.89, 7.9, 7.9, 7.89]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC=C2C(=C1)C=CC3=C2[NH+]=CC=C3,O,,benzo[h]quinolin-1-ium,4.25,[4.25],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=CC3=C2[NH+]=CC=C3,CC#N,,benzo[h]quinolin-1-ium,10.84,[10.84],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=CC3=C2C=CC=[NH+]3��,CC#N,,benzo[f]quinolin-4-ium,11.96,[11.96],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=CC3=C2C=CC=[NH+]3��,O,,benzo[f]quinolin-4-ium,5.15,[5.15],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)C=CN2,CS(=O)C,120-72-9,1H-indole,20.95,[20.95],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC=C2C(=C1)C=CN2,CC#N,120-72-9,1H-indole,32.57,[32.57],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC=C2C(=C1)C=CN2,CN(C)C=O,120-72-9,1H-indole,21.65,[21.65],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC=C2C(=C1)C=CN2,O,120-72-9,1H-indole,16.97,[16.97],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC=C2C(=C1)N=C(S2)CC3=NC4=CC=CC=C4S3,CC#N,1945-78-4,"2-(1,3-benzothiazol-2-ylmethyl)-1,3-benzothiazole",26.16,[26.16],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC=C2C(=C1)NC(=[NH+]2)C3=CSC=N3,CC#N,,"4-(1H-benzimidazol-3-ium-2-yl)-1,3-thiazole",12.42,[12.42],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)NC(=[NH+]2)C3=CSC=N3,O,,"4-(1H-benzimidazol-3-ium-2-yl)-1,3-thiazole",4.64,[4.64],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C(=C1)NC=[NH+]2,CS(=O)C,-,1H-benzimidazol-3-ium,4.36,[4.36],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CC=C2C(=C1)NC=[NH+]2,CC#N,-,1H-benzimidazol-3-ium,13.53,"[13.52, 13.54]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)NC=[NH+]2,O,-,1H-benzimidazol-3-ium,5.56,"[5.56, 5.56]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C(=C1)NC3=C(C=C(C=C3O2)[N+](=O)[O-])[N+](=O)[O-],CC#N,26103-32-2,"1,3-dinitro-10H-phenoxazine",22.4,[22.4],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC=C2C(=C1)NC3=C(C=CC=C3O2)[N+](=O)[O-],CC#N,26103-27-5,1-nitro-10H-phenoxazine,28.4,[28.4],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC=C2C(=C1)NC3=C(O2)C=C(C=C3)[N+](=O)[O-],CC#N,-,3-nitro-10H-phenoxazine,25.7,[25.7],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC=C2C=[NH+]C=CC2=C1,CC#N,-,isoquinolin-2-ium,12.685,"[12.69, 12.68]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C=[NH+]C=CC2=C1,O,-,isoquinolin-2-ium,5.46,"[5.46, 5.46]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=C2C=N[NH+]=CC2=C1,CC#N,,phthalazin-3-ium,11.55,[11.55],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C=N[NH+]=CC2=C1,O,,phthalazin-3-ium,3.47,[3.47],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC=C2C3=C4C(C2=C1)C5=CC=CC=C5C4=CC=C3,CS(=O)C,205-94-7,fluoradene,10.5,[10.5],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC=C2C3=C4C(C2=C1)C5=CC=CC=C5C4=CC=C3,CC#N,205-94-7,fluoradene,23.91,"[23.9, 23.92, 23.92, 23.9]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC=N[NH+]=C1,CS(=O)C,-,pyridazin-1-ium,1.8,[1.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CC=N[NH+]=C1,CC#N,-,pyridazin-1-ium,10.065,"[10.07, 10.06]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC=N[NH+]=C1,C1CCOC1,-,pyridazin-1-ium,3.7,[3.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CC=N[NH+]=C1,O,-,pyridazin-1-ium,2.33,"[2.33, 2.33]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC2=[NH+]NN=C2C=C1,CC#N,-,2H-benzotriazol-1-ium,6.885,"[6.88, 6.89]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC2=[NH+]NN=C2C=C1,O,-,2H-benzotriazol-1-ium,0.42,"[0.42, 0.42]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC2=C(C(=C1)[N+](=O)[O-])NC=C2,CC#N,6960-42-5,7-nitro-1H-indole,29.99,"[29.99, 29.99]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC2=C(C(=C1)[NH3+])C(=CC=C2)N,C1CCOC1,-,(8-aminonaphthalen-1-yl)azanium,5.4,[5.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CC2=C(C(=C1)[NH3+])C(=CC=C2)N,O,-,(8-aminonaphthalen-1-yl)azanium,4.61,[4.61],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CC2=C(C(=C1)[NH3+])C(=CC=C2)N,CC#N,-,(8-aminonaphthalen-1-yl)azanium,10.99,[10.99],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CC2=C(C(=C1)C(=O)O)C(=CC=C2)C(=O)O,CC#N,518-05-8,"naphthalene-1,8-dicarboxylic acid",21.8,[21.8],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC2=C(C=C1[N+](=O)[O-])OC3=C(N2)C=CC(=C3)[N+](=O)[O-],CC#N,-,"3,7-dinitro-10H-phenoxazine",22.8,[22.8],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC2=C(C=C1[N+](=O)[O-])OC3=CC(=CC(=C3N2)[N+](=O)[O-])[N+](=O)[O-],CC#N,-,"1,3,7-trinitro-10H-phenoxazine",20.3,[20.3],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC2=C(C=CN2)C(=C1)[N+](=O)[O-],CC#N,4769-97-5,4-nitro-1H-indole,27.89,"[27.89, 27.89]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],O,6146-52-7,5-nitro-1H-indole,14.75,[14.75],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],CS(=O)C,6146-52-7,5-nitro-1H-indole,15,[15.0],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],CC#N,6146-52-7,5-nitro-1H-indole,28.18,"[28.18, 28.18]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC2=C(C3=C(C=C2)C=CC4=C3[NH+]=CC=C4)N=C1,O,,,12,[12.0],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC2=C(C3=C(C=C2)C=CC4=C3[NH+]=CC=C4)N=C1,CC#N,,,19.61,[19.61],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC2=C(C3=C(C=CC=N3)C=C2)[NH+]=C1,O,-,"1,10-phenanthrolin-10-ium",5.12,"[5.12, 5.12]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CC2=C(C3=C(C=CC=N3)C=C2)[NH+]=C1,CC#N,-,"1,10-phenanthrolin-10-ium",13.685,"[13.68, 13.69]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CN[NH+]=C1,C1CCOC1,,1H-pyrazol-2-ium,3.6,[3.6],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CN[NH+]=C1,O,,1H-pyrazol-2-ium,2.48,"[2.48, 2.48]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CN[NH+]=C1,CS(=O)C,,1H-pyrazol-2-ium,1,[1.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CN[NH+]=C1,CC#N,,1H-pyrazol-2-ium,9.1,"[9.1, 9.1]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CN=C([NH2+]1)[N+](=O)[O-],O,,2-nitro-1H-imidazol-1-ium,-0.81,[-0.81],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CN=C([NH2+]1)[N+](=O)[O-],CC#N,,2-nitro-1H-imidazol-1-ium,5.54,[5.54],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CN=C[NH2+]1,C1CCOC1,-,1H-imidazol-1-ium,9.4,[9.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CN=C[NH2+]1,O,-,1H-imidazol-1-ium,6.95,"[6.95, 6.95]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CN=C[NH2+]1,CS(=O)C,-,1H-imidazol-1-ium,6.26,[6.26],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CN=C[NH2+]1,CC#N,-,1H-imidazol-1-ium,15.06,"[15.05, 15.07]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CN=CC=[NH+]1,CS(=O)C,-,pyrazin-1-ium,-0.2,[-0.2],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CN=CC=[NH+]1,CC#N,-,pyrazin-1-ium,7.74,"[7.74, 7.74]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=CN=CC=[NH+]1,C1CCOC1,-,pyrazin-1-ium,1.4,[1.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=CN=CC=[NH+]1,O,-,pyrazin-1-ium,0.6,"[0.6, 0.6]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C12(C(C3(C(C(C1(F)F)(C(C(C2(F)F)(C3(F)F)F)(F)F)F)(F)F)F)(F)F)O,CC#N,160823-57-4,"2,2,3,4,4,5,6,6,7,8,8,9,9,10,10-pentadecafluoroadamantan-1-ol",18.25,[18.25],['leito_acids']
C12=C(C(=C(C(=C1F)O)F)F)C(=C(C(=C2F)F)F)F,CS(=O)C,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",7.9,[7.9],['Ejoc202001649-sup-00001-misc_information.pdf']
C12=C(C(=C(C(=C1F)O)F)F)C(=C(C(=C2F)F)F)F,CC#N,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",18.5,"[18.5, 18.5, 18.5]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C12=C(C(=C(C(=C1O)F)F)F)C(=C(C(=C2F)F)F)F,CS(=O)C,5386-30-1,"2,3,4,5,6,7,8-heptafluoronaphthalen-1-ol",8.9,[8.9],['Ejoc202001649-sup-00001-misc_information.pdf']
C12=C(C(=C(C(=C1O)F)F)F)C(=C(C(=C2F)F)F)F,CC#N,5386-30-1,"2,3,4,5,6,7,8-heptafluoronaphthalen-1-ol",19.71333333,"[19.72, 19.7, 19.72]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1C[NH+]2CCC1CC2,CS(=O)C,-,1-azoniabicyclo[2.2.2]octane,9.8,[9.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1C[NH+]2CCC1CC2,CC#N,-,1-azoniabicyclo[2.2.2]octane,19.7,[19.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1C[NH+]2CCC1CC2,C1CCOC1,-,1-azoniabicyclo[2.2.2]octane,13.1,[13.1],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1C[NH+]2CCC1CC2,O,-,1-azoniabicyclo[2.2.2]octane,11,[11.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F,CS(=O)C,27053-34-5,"1,2,3,4,5,6,7,8-octafluoro-9H-fluorene",10.8,[10.8],['Ejoc202001649-sup-00001-misc_information.pdf']
C1C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F,CC#N,27053-34-5,"1,2,3,4,5,6,7,8-octafluoro-9H-fluorene",24.49,"[24.49, 24.49, 24.49, 24.49]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1C2CNCC1C[NH2+]C2,C1CCOC1,,,14.8,[14.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1C2CNCC1C[NH2+]C2,CC#N,,,21.56,[21.56],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC[NH2+]C1,CS(=O)C,84316-19-8,pyrrolidin-1-ium,11.06,[11.06],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC[NH2+]C1,CC#N,84316-19-8,pyrrolidin-1-ium,19.62,[19.62],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC[NH2+]C1,C1CCOC1,84316-19-8,pyrrolidin-1-ium,13.5,[13.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC[NH2+]C1,O,84316-19-8,pyrrolidin-1-ium,11.27,[11.27],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC[NH2+]CC1,CC#N,17523-59-0,piperidin-1-ium,19.35,[19.35],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC[NH2+]CC1,C1CCOC1,17523-59-0,piperidin-1-ium,14.3,[14.3],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC[NH2+]CC1,O,17523-59-0,piperidin-1-ium,11.22,[11.22],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC[NH2+]CC1,CS(=O)C,17523-59-0,piperidin-1-ium,10.85,[10.85],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC2=NCCC[NH+]2C1,C1CCOC1,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",17.2,[17.2],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC2=NCCC[NH+]2C1,CS(=O)C,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",13.4,[13.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC2=NCCC[NH+]2C1,CC#N,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",23.89,[23.89],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CC2=NCCC[NH+]2C1,O,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",13.5,[13.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CCC2=C3C4=C5CCCCC5=CC(=C4OP(=O)(OC3=C(C=C2C1)C6=CC7=CC=CC=C7C8=CC=CC=C86)O)C9=CC1=CC=CC=C1C1=CC=CC=C19,CC#N,934201-93-1,"13-hydroxy-10,16-di(phenanthren-9-yl)-12,14-dioxa-13_5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(23),2,8,10,15,17-hexaene 13-oxide",13.985,"[13.97, 14.0]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1CCC2=NCCC[NH+]2CC1,O,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",13.5,[13.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CCC2=NCCC[NH+]2CC1,C1CCOC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",16.75,"[16.6, 16.9]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1CCC2=NCCC[NH+]2CC1,CS(=O)C,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",13.9,"[13.9, 13.9]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1CCC2=NCCC[NH+]2CC1,CC#N,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",24.325,"[24.34, 24.31]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1CN2CC[NH+]1CC2,CS(=O)C,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,9.06,[9.06],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CN2CC[NH+]1CC2,CC#N,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,18.29,[18.29],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CN2CC[NH+]1CC2,C1CCOC1,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,11.7,[11.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CN2CC[NH+]1CC2,O,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,8.82,[8.82],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
