,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
174,C[SH:2],O,0,0,10.33,[10.33],"[""['hunt_et_al']""]"
175,O=S(=O)(O)F,C(CCl)Cl,7789-21-1,sulfurofluoridic acid,34.7,[34.7],"[""['leito_acids']""]"
176,c1ccc2sc(Cc3nc4ccccc4s3)nc2c1,CC#N,1945-78-4,"2-(1,3-benzothiazol-2-ylmethyl)-1,3-benzothiazole",26.16,[26.16],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
177,O=C(Cc1c[nH]c2ccccc12)[OH:13],O,0,0,4.75,[4.75],"[""['hunt_et_al']""]"
178,CC[C@@H](C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1)[NH3+:21],O,0,0,7.3,[7.3],"[""['hunt_et_al']""]"
179,C[N+](C)(C)c1ccc([OH:11])cc1,O,0,0,8.35,[8.35],"[""['hunt_et_al']""]"
180,CC(C)(c1ccccc1)[NH3+:10],O,0,0,10.27,[10.27],"[""['hunt_et_al']""]"
181,CC(C)c1ccc([C@H](C)[NH3+:12])cc1,O,0,0,9.42,[9.42],"[""['hunt_et_al']""]"
182,FCC[OH:3],O,0,0,14.2,[14.2],"[""['hunt_et_al']""]"
183,Cc1ccc(CCC(=O)[OH:12])cc1,O,0,0,4.68,[4.68],"[""['hunt_et_al']""]"
184,CNc1cccc(C)[nH+:8]1,O,0,0,8.84,[8.84],"[""['hunt_et_al']""]"
185,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC#N,87-86-5,"2,3,4,5,6-pentachlorophenol",18.009999999999998,"[18.02, 18.0, 18.0, 18.02]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
186,O=S(=O)(Cc1ccc(F)cc1)C(F)(F)F,CC#N,2408-04-0,1-fluoro-4-(trifluoromethylsulfonylmethyl)benzene,27.0,[27.0],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
187,CCCCCCCCCCCC[NH3+:13],O,0,0,10.63,[10.63],"[""['hunt_et_al']""]"
188,O=C(Cc1ccc(I)cc1)[OH:10],O,0,0,4.18,[4.18],"[""['hunt_et_al']""]"
189,C[C@@H]1CCCC[C@@H]1[NH3+:8],O,0,0,10.5,[10.5],"[""['hunt_et_al']""]"
190,COc1ccc(C[NH2+:15]c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,O,0,0,-4.51,[-4.51],"[""['hunt_et_al']""]"
191,C[NH+:24]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,O,0,0,7.39,[7.39],"[""['hunt_et_al']""]"
192,Nc1cccc2cccc([NH3+])c12,O,-,(8-aminonaphthalen-1-yl)azanium,4.61,[4.61],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
193,OCC[NH+:7](CCO)CCO,O,0,0,7.762,[7.762],"[""['hunt_et_al']""]"
194,C[Si](C)(C[NH3+:10])c1ccccc1,O,0,0,10.36,[10.36],"[""['hunt_et_al']""]"
195,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N@@H+:18](C)C2,O,0,0,8.21,[8.21],"[""['hunt_et_al']""]"
196,O=C(O)c1ccccc1C(=O)O,CC#N,88-99-3,phthalic acid,14.3,[14.3],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
197,Oc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,CS(=O)C,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",7.9,[7.9],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
198,CCOCC[NH3+:5],O,0,0,8.0,[8.0],"[""['hunt_et_al']""]"
199,Cc1cccc(C)c1OC[C@H](C)[NH3+:12],O,0,0,9.13,[9.13],"[""['hunt_et_al']""]"
200,C[NH2+:10]C[C@H](O)c1ccccc1,O,0,0,9.44,[9.44],"[""['hunt_et_al']""]"
201,CC1CC[NH2+:7]CC1,O,0,0,11.23,[11.23],"[""['hunt_et_al']""]"
202,CCc1ccc([NH3+:9])cc1,O,0,0,5.0,[5.0],"[""['hunt_et_al']""]"
203,CCNP(=N[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC#N,-,[[bis(dimethylamino)-(ethylamino)-_5-phosphanylidene]amino]-tris(dimethylamino)phosphanium,32.94,[32.94],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
204,[NH3+][C@@H]1CCc2cc(O)c([OH:13])cc2C1,O,0,0,9.1,[9.1],"[""['hunt_et_al']""]"
205,NCCCC[NH3+],C1CCOC1,-,4-aminobutylazanium,15.2,[15.2],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
206,CC(C)[NH2+:12]C[C@H](O)c1ccc(Br)c(Br)c1,O,0,0,9.29,[9.29],"[""['hunt_et_al']""]"
207,Cc1cc(C)[nH+:7]c(N)n1,O,0,0,5.0,[5.0],"[""['hunt_et_al']""]"
208,Cc1cc([NH3+:12])c2ccccc2c1,O,0,0,3.96,[3.96],"[""['hunt_et_al']""]"
209,O=C(NS(=O)(=O)C(F)(F)F)c1ccc(F)cc1,CC#N,39063-00-8,4-fluoro-N-(trifluoromethylsulfonyl)benzamide,10.65,"[10.65, 10.65, 10.65, 10.65]","[""['DCE_2011_pKa_Table_MeCN.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
210,Fc1ccccc1[OH:7],O,0,0,8.81,[8.81],"[""['hunt_et_al']""]"
211,C[NH+](C)c1ccccc1,CS(=O)C,-,dimethyl(phenyl)azanium,2.7,[2.7],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
212,C[C@H](C(F)(F)F)[OH:4],O,0,0,11.8,[11.8],"[""['hunt_et_al']""]"
213,Cc1cc(C)cc(C(c2ccccc2)=[NH2+:16])c1,O,0,0,7.18,[7.18],"[""['hunt_et_al']""]"
214,CNc1nccc[nH+:6]1,O,0,0,3.79,[3.79],"[""['hunt_et_al']""]"
215,CCC(C)(CC)[NH3+:7],O,0,0,10.63,[10.63],"[""['hunt_et_al']""]"
216,O=C(c1ccccc1)c1ccc([OH:15])cc1,O,0,0,7.95,[7.95],"[""['hunt_et_al']""]"
217,Cc1cc([N+](=O)[O-])ccc1[NH3+:8],O,0,0,1.04,[1.04],"[""['hunt_et_al']""]"
218,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,CC#N,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",18.1375,"[18.14, 18.14, 18.13, 18.14]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']""]"
219,CCCCC[C@@H](C)[NH3+:8],O,0,0,10.67,[10.67],"[""['hunt_et_al']""]"
220,c1cc[nH+]cc1,O,16969-45-2,pyridin-1-ium,5.23,"[5.23, 5.23]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
221,O=C(CCCCCCc1ccccc1)[OH:15],O,0,0,5.07,[5.07],"[""['hunt_et_al']""]"
222,C[C@H]1[C@H](C)[NH2+:5]1,O,0,0,8.7,[8.7],"[""['hunt_et_al']""]"
223,Ic1ccc(-c2ccccc2[OH:13])cc1,O,0,0,10.92,[10.92],"[""['hunt_et_al']""]"
224,c1cc([OH:11])c2ccncc2c1,O,0,0,8.47,[8.47],"[""['hunt_et_al']""]"
225,O=[N+]([O-])c1ccc([NH2+:14]Cc2cccc(Br)c2)c([N+](=O)[O-])c1,O,0,0,-5.49,[-5.49],"[""['hunt_et_al']""]"
226,NS(=O)(=O)c1ccc(Br)cc1,CC#N,701-34-8,4-bromobenzenesulfonamide,24.04,[24.04],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
227,CCC[NH2+]CCC,CC#N,-,dipropylazanium,18.8,[18.8],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
228,C[NH2+:16]C[C@H](O)c1ccc(C2CCCCC2)cc1,O,0,0,9.01,[9.01],"[""['hunt_et_al']""]"
229,CC#CC(=O)[OH:6],O,0,0,2.65,[2.65],"[""['hunt_et_al']""]"
230,O=C(O)c1c([N+](=O)[O-])cccc1[N+](=O)[O-],CC#N,603-12-3,"2,6-dinitrobenzoic acid",15.8,[15.8],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
231,CC[NH+](C)C,CC#N,-,ethyl(dimethyl)azanium,18.33,[18.33],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
232,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)[OH:20])c(Cl)c1,O,0,0,3.4,[3.4],"[""['hunt_et_al']""]"
233,C[N@@H+:12]1CCCCC(=O)[C@H](O)CCCC1,O,0,0,9.1,[9.1],"[""['hunt_et_al']""]"
234,C#CC(C)(C)[NH2+:11]C(C)(C)CC,O,0,0,9.0,[9.0],"[""['hunt_et_al']""]"
235,O=[N+]([O-])c1cccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1,C(CCl)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-3-nitrobenzenesulfonamide,42.4,[42.4],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
236,Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,CC#N,100724-78-5,4-methyl-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,10.04,"[10.04, 10.04, 10.04, 10.04, 10.04, 10.04]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"", ""['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']""]"
237,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[N@@H+:19](C)CC[C@]314,O,0,0,8.149999999999999,"[8.1, 8.2]","[""['hunt_et_al']"", ""['hunt_et_al']""]"
238,Cn1c([S@@](=O)Cc2cccc[nH+:15]2)nc2ccccc21,O,0,0,2.6,[2.6],"[""['hunt_et_al']""]"
239,C1CC[NH2+]C1,CS(=O)C,84316-19-8,pyrrolidin-1-ium,11.06,[11.06],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
240,O=C(O)COc1ccc(C(F)(F)F)cc1C[NH+:23]1CCN(C(=O)c2ccccc2)CC1,O,0,0,6.9,[6.9],"[""['hunt_et_al']""]"
241,Clc1ccc([OH:7])cc1,O,0,0,9.42,[9.42],"[""['hunt_et_al']""]"
242,COC(=O)c1ccc([NH3+:9])cc1,O,0,0,2.465,[2.465],"[""['hunt_et_al']""]"
243,C1=C(C2CCCCC2)[NH2+:11]CC1,O,0,0,7.91,[7.91],"[""['hunt_et_al']""]"
244,O=C(C(F)=C(F)F)[OH:5],O,0,0,1.79,[1.79],"[""['hunt_et_al']""]"
245,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,O,573-56-8,"2,6-dinitrophenol",3.7,[3.7],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
246,CCOC(=O)c1ccccc1S(=O)(=O)[NH:19]C(=O)Nc1nc(Cl)cc(OC)n1,O,0,0,4.2,[4.2],"[""['hunt_et_al']""]"
247,C1CCC[NH2+:7]CC1,O,0,0,11.1,[11.1],"[""['hunt_et_al']""]"
248,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+:18][C@H](C)C3)c(F)c21,O,0,0,8.87,[8.87],"[""['hunt_et_al']""]"
249,COc1ccc(-c2ccccc2[OH:14])cc1,O,0,0,11.38,[11.38],"[""['hunt_et_al']""]"
250,C[C@@H](CO)[NH3+:4],O,0,0,9.43,[9.43],"[""['hunt_et_al']""]"
251,O=C(O)c1ccccc1,CS(=O)C,65-85-0,benzoic acid,11.05,"[11.1, 11.0]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
252,CCCCc1ccccc1[NH3+:11],O,0,0,4.26,[4.26],"[""['hunt_et_al']""]"
253,c1ccc(C[OH:8])cc1,O,0,0,15.44,[15.44],"[""['hunt_et_al']""]"
254,O=C(Nc1ccccc1Br)Nc1ccc([N+](=O)[O-])cc1[OH:20],O,0,0,7.7,[7.7],"[""['hunt_et_al']""]"
255,CCCCCC(=O)N[OH:9],O,0,0,9.75,[9.75],"[""['hunt_et_al']""]"
256,Cc1cnc2c([OH:13])cccc2c1C,O,0,0,10.05,[10.05],"[""['hunt_et_al']""]"
257,COc1ccc(CC[NH+:31]2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,O,0,0,9.62,[9.62],"[""['hunt_et_al']""]"
258,Cc1cc(C)c(C[NH+:15](CCO)CCO)c(C)c1,O,0,0,7.45,[7.45],"[""['hunt_et_al']""]"
259,FC(F)(F)c1cc([OH:12])c2ncccc2c1,O,0,0,10.1,[10.1],"[""['hunt_et_al']""]"
260,C[N+]1(CC[N@@H+:16](C)c2ccccc2)CCCCC1,O,0,0,2.61,[2.61],"[""['hunt_et_al']""]"
261,C[C@@H](c1ccccc1)[NH2+:18][C@H]1CCc2ccccc21,O,0,0,6.87,[6.87],"[""['hunt_et_al']""]"
262,Br,O,10035-10-6,bromane,-8.8,"[-8.8, -8.8]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
263,O=C(CNC(=O)c1ccccc1)N[OH:14],O,0,0,8.8,[8.8],"[""['hunt_et_al']""]"
264,C[N@@H+:12]1CCC[C@H]1c1ccccc1,O,0,0,8.8,[8.8],"[""['hunt_et_al']""]"
265,Oc1cccc([C@@H](O)C[NH3+:9])c1,O,0,0,8.67,[8.67],"[""['hunt_et_al']""]"
266,O=C(N[OH:13])c1ccc([N+](=O)[O-])cc1,O,0,0,8.01,[8.01],"[""['hunt_et_al']""]"
267,CCN(CC)C(=O)[C@@H]1CCC[N@H+:18](Cc2ccc([N+](=O)[O-])cc2)C1,O,0,0,6.9,[6.9],"[""['hunt_et_al']""]"
268,C[NH2+]CCc1cccc[nH+:9]1,O,0,0,3.9,[3.9],"[""['hunt_et_al']""]"
269,Nc1nc(-c2ccccc2)cc(-c2ccccc2)[nH+:17]1,O,0,0,3.74,[3.74],"[""['hunt_et_al']""]"
270,C[NH+:9](C)c1ccc(Br)cc1,O,0,0,4.232,[4.232],"[""['hunt_et_al']""]"
271,C=CC[C@@H](C)C(=O)[OH:8],O,0,0,4.72,[4.72],"[""['hunt_et_al']""]"
272,CC(C)(C)N[P+](N1CCCC1)(N1CCCC1)N1CCCC1,C1CCOC1,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,20.2,"[20.2, 20.2]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
273,CC(=O)c1cccc(-c2ccccc2[OH:16])c1,O,0,0,10.91,[10.91],"[""['hunt_et_al']""]"
274,CCCC(=O)Nc1ccc(OC[C@H](O)C[NH2+:20]C(C)C)c(C(C)=O)c1,O,0,0,9.475,"[9.5, 9.45]","[""['hunt_et_al']"", ""['hunt_et_al']""]"
275,C#CC(C)(C)[NH2+:11]C(C)(C)C=C,O,0,0,8.2,[8.2],"[""['hunt_et_al']""]"
276,CC(C)C[C@@H](c1ccc(Cl)cc1)[NH3+:12],O,0,0,8.47,[8.47],"[""['hunt_et_al']""]"
277,O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C(CCl)Cl,39847-39-7,"1,1,2,2,3,3,4,4,4-nonafluoro-N-(1,1,2,2,3,3,4,4,4-nonafluorobutylsulfonyl)butane-1-sulfonamide",32.6,[32.6],"[""['leito_acids']""]"
278,CCOC(=O)C(C#N)c1c(F)c(F)c(Cl)c(F)c1F,CC#N,55810-56-5,"ethyl 2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-cyanoacetate",17.3875,"[17.39, 17.39, 17.39, 17.38]","[""['a_unified_view_to_bronsted_acidity_scales.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
279,C1C2CC3CC1CC([NH3+:11])(C2)C3,O,0,0,10.68,[10.68],"[""['hunt_et_al']""]"
280,C[NH+]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)[OH:27])cn3-c2ccc(F)cc2)CC1,O,0,0,5.81,[5.81],"[""['hunt_et_al']""]"
281,c1cc2c(cc1[NH3+:10])CCC2,O,0,0,5.31,[5.31],"[""['hunt_et_al']""]"
282,COc1ccc(-c2cnc([OH:14])nc2)cc1,O,0,0,8.86,[8.86],"[""['hunt_et_al']""]"
283,Cc1c(F)c(F)c(C(=O)[OH:10])c(F)c1F,O,0,0,2.0,[2.0],"[""['hunt_et_al']""]"
284,O=C(c1nnc(Nc2ccccc2F)o1)[NH:24]c1ccc(N2CCOCC2)c(F)c1,O,0,0,8.61,[8.61],"[""['hunt_et_al']""]"
285,C1CCC(=[NH2+:6])C1,O,0,0,8.95,[8.95],"[""['hunt_et_al']""]"
286,C[C@H]1CC[N@H+:9](C)[C@@H](C)C1,O,0,0,10.09,[10.09],"[""['hunt_et_al']""]"
287,CCCCc1ccc([C@@H](O)C(=O)[OH:14])cc1,O,0,0,3.58,[3.58],"[""['hunt_et_al']""]"
288,C[C@@H](O)C[NH+:11](C[C@@H](C)O)C(C)(C)C,O,0,0,9.4,[9.4],"[""['hunt_et_al']""]"
289,Cc1cc(C(C)(C)C)c([OH:16])c(C(C)(C)C)c1,O,0,0,12.23,[12.23],"[""['hunt_et_al']""]"
290,O=C(O)CCCC(=O)[OH:8],O,0,0,4.34,[4.34],"[""['hunt_et_al']""]"
291,Cc1cc([NH3+:8])ccc1[N+](=O)[O-],O,0,0,1.5,[1.5],"[""['hunt_et_al']""]"
292,COc1cc[nH+:15]c(CSc2nc3ccccc3[nH]2)c1,O,0,0,5.3,[5.3],"[""['hunt_et_al']""]"
293,CC(C)(C#N)[NH+:11]1CCCCC1,O,0,0,9.22,[9.22],"[""['hunt_et_al']""]"
294,O=[N+]([O-])c1ccc2[nH]ccc2c1,O,6146-52-7,5-nitro-1H-indole,14.75,[14.75],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
295,c1cc2c(cc1[NH3+:11])CCCC2,O,0,0,5.17,[5.17],"[""['hunt_et_al']""]"
296,N#Cc1ccccc1[NH3+:9],O,0,0,0.95,[0.95],"[""['hunt_et_al']""]"
297,NCCCCC[NH3+],O,-,5-aminopentylazanium,10.85,[10.85],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
298,C[NH2+:8]c1ccc([N+](=O)[O-])cc1,O,0,0,0.55,[0.55],"[""['hunt_et_al']""]"
299,C[C@H](Cc1ccc2c(c1)OCO2)[NH3+:11],O,0,0,9.67,[9.67],"[""['hunt_et_al']""]"
300,Oc1c(F)c(F)c(C(F)(F)F)c(F)c1F,CC#N,2787-79-3,"2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenol",16.613333333333333,"[16.62, 16.6, 16.62]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
301,N#CCC[OH:5],O,0,0,14.03,[14.03],"[""['hunt_et_al']""]"
302,c1cc[nH+]nc1,CC#N,-,pyridazin-1-ium,10.065000000000001,"[10.07, 10.06]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
303,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,O,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",9.5,[9.5],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
304,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1[NH:23]S(=O)(=O)c1ccc(C)cc1,O,0,0,4.7,[4.7],"[""['hunt_et_al']""]"
305,Cc1ccc([OH:8])cc1,O,0,0,10.26,[10.26],"[""['hunt_et_al']""]"
306,CC(C)[NH2+:12]C[C@H](O)c1ccccc1I,O,0,0,9.32,[9.32],"[""['hunt_et_al']""]"
307,Nc1ncc(-c2ccc(Br)cc2)c[nH+:11]1,O,0,0,3.06,[3.06],"[""['hunt_et_al']""]"
308,CC(C)(C)[NH2+:11]c1ccccc1,O,0,0,7.0,[7.0],"[""['hunt_et_al']""]"
309,CC(=O)CCCC(=O)[OH:9],O,0,0,4.66,[4.66],"[""['hunt_et_al']""]"
310,Cc1ccc([OH:11])c([N+](=O)[O-])c1,O,0,0,7.55,[7.55],"[""['hunt_et_al']""]"
311,CC[NH+](C)CC,CS(=O)C,-,diethyl(methyl)azanium,9.0,[9.0],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
312,COC(=O)c1cc[nH+:8]c(N)c1,O,0,0,5.21,[5.21],"[""['hunt_et_al']""]"
313,c1ccc2[nH+]c[nH]c2c1,CS(=O)C,-,1H-benzimidazol-3-ium,4.36,[4.36],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
314,CCCC[NH+](CCCC)CCCC,CC#N,-,tributylazanium,18.09,[18.09],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
315,C[Si](C)(C)C[NH2+:11]C1CCCCC1,O,0,0,10.96,[10.96],"[""['hunt_et_al']""]"
316,CN(C)CCCC[NH+](C)C,C1CCOC1,-,4-(dimethylamino)butyl-dimethylazanium,13.1,[13.1],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
317,C1CCC2=NCCC[NH+]2CC1,C1CCOC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",16.75,"[16.6, 16.9]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
318,CCC(C)(C)[NH2+:12]c1ccccc1,O,0,0,6.75,[6.75],"[""['hunt_et_al']""]"
319,C[NH3+],CS(=O)C,17000-00-9,methylazanium,11.0,[11.0],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
320,CC(=O)Nc1ccc([OH:11])cc1,O,0,0,9.63,[9.63],"[""['hunt_et_al']""]"
321,O=[N+]([O-])c1cccc2cc([NH3+:11])ccc12,O,0,0,3.01,[3.01],"[""['hunt_et_al']""]"
322,c1ccc(C[NH2+:15]Cc2ccccc2)cc1,O,0,0,8.52,[8.52],"[""['hunt_et_al']""]"
323,O=C(n1cccc1)[OH:8],O,0,0,4.45,[4.45],"[""['hunt_et_al']""]"
324,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(Cl)c(F)c1F,CC#N,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",20.36,"[20.36, 20.36, 20.36, 20.36, 20.36]","[""['a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
325,CC(C)[NH2+:7]C[C@@H](C)O,O,0,0,10.0,[10.0],"[""['hunt_et_al']""]"
326,CC[NH3+],CC#N,16999-99-8,ethylazanium,18.4,[18.4],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
327,O=C(c1cc(/N=N/c2ccccc2)ccc1O)[OH:18],O,0,0,2.3,[2.3],"[""['hunt_et_al']""]"
328,Cc1cc([N+](=O)[O-])cc(C)c1[NH3+:9],O,0,0,0.98,[0.98],"[""['hunt_et_al']""]"
329,Nc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,CC#N,58956-76-6,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",24.58,"[24.59, 24.57, 24.57, 24.59]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
330,COc1ccc2ccc([NH3+:12])cc2c1,O,0,0,4.19,[4.19],"[""['hunt_et_al']""]"
331,COc1ccc(C(=O)N(c2ccccc2C)[OH:18])cc1,O,0,0,8.44,[8.44],"[""['hunt_et_al']""]"
332,O=S(=O)(c1cccc([NH3+:8])c1)C(F)(F)F,O,0,0,1.79,[1.79],"[""['hunt_et_al']""]"
333,CC(C)C(C)(C)[NH2+:13]c1ccccc1,O,0,0,6.3,[6.3],"[""['hunt_et_al']""]"
334,c1cncc(CC[NH+:14]2CCCCC2)c1,O,0,0,8.81,[8.81],"[""['hunt_et_al']""]"
335,Nc1cccc2cccc([NH3+])c12,CC#N,-,(8-aminonaphthalen-1-yl)azanium,10.99,[10.99],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
336,CC[NH+](CC)CC,CC#N,17440-81-2,triethylazanium,18.729999999999997,"[18.63, 18.83]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
337,CC(C)[NH2+:16]C[C@@H](O)COc1ccc(CC(N)=O)cc1,O,0,0,9.6,"[9.6, 9.6]","[""['hunt_et_al']"", ""['hunt_et_al']""]"
338,C[C@@]12CC[C@H]3c4ccc([OH:19])cc4CC[C@@H]3[C@@H]1CC[C@@H]2O,O,0,0,10.0,[10.0],"[""['hunt_et_al']""]"
339,N#CCC(=C(C#N)C#N)C(C#N)C#N,C(CCl)Cl,2638-14-4,"2-(cyanomethyl)prop-1-ene-1,1,3,3-tetracarbonitrile",32.6,[32.6],"[""['leito_acids']""]"
340,CC(C)(C)C(=O)[OH:7],O,0,0,5.03,[5.03],"[""['hunt_et_al']""]"
341,CC(C)c1ccc(CC(=O)[OH:13])cc1,O,0,0,4.39,[4.39],"[""['hunt_et_al']""]"
342,C[NH+:7]1CCCCC1,O,0,0,10.1,[10.1],"[""['hunt_et_al']""]"
343,Brc1ccc(C[NH3+:8])cc1,O,0,0,9.13,[9.13],"[""['hunt_et_al']""]"
344,O=S(=O)(NS(=O)(=NS(=O)(=O)C(F)(F)F)c1ccc(Cl)cc1)c1ccc(Cl)cc1,C(CCl)Cl,174788-95-5,-,37.1,"[37.1, 37.1]","[""['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
345,Clc1ccc(/C=[NH+:14]/c2ccccc2)cc1,O,0,0,2.8,[2.8],"[""['hunt_et_al']""]"
